MLS Number,Street Address,zip_code,county,County_Index,List Price,Sale Price,Age,Sq Ft Total,Lot Size,Days On Market,Listing Date,Sale Date,Year Built,Listing Year,Sale Year
ML81848910,150 E Vista AVE ,94014,San Mateo,11,928000,1100000,76,1060,4033,0,6/15/2021 0:00,6/15/2021 0:00,1945,2021,2021
ML81849009,1335 De Solo DR ,94044,San Mateo,11,1365000,1365000,67,1540,5500,0,6/15/2021 0:00,6/15/2021 0:00,1954,2021,2021
TM21-747160,1942 Lansdowne AVE ,90032,Los Angeles,0,639000,697000,68,880,4528,9,6/10/2021 0:00,6/19/2021 0:00,1953,2021,2021
BA321050817,2397 Amethyst WAY ,95404,Sonoma,13,595000,650000,20,1277,4596,23,6/9/2021 0:00,7/2/2021 0:00,2001,2021,2021
BE40955743,613 Pond Isle ,94501,Alameda,5,1299000,1610000,63,1628,5300,6,6/23/2021 0:00,6/29/2021 0:00,1958,2021,2021
BE40956428,37019 Maple St ,94536,Alameda,5,850000,900000,73,1033,6760,7,6/28/2021 0:00,7/5/2021 0:00,1948,2021,2021
CC40955041,5704 Oakmont Drive ,94806,Contra Costa,4,895000,985000,16,3048,5576,0,6/18/2021 0:00,6/18/2021 0:00,2005,2021,2021
CNSR21124342,768 Cedar Point PL ,91362,Ventura,12,1299999,1350000,33,2463,7636,6,6/9/2021 0:00,6/15/2021 0:00,1988,2021,2021
CNSR21124931,1493 Strawberry Hill RD ,91360,Ventura,12,852000,852000,57,1871,19656,2,6/4/2021 0:00,6/6/2021 0:00,1964,2021,2021
CRAR21125404,25325 Prado De Los Gansos ,91302,Los Angeles,0,4200000,4200000,18,6678,16526,2,6/1/2021 0:00,6/3/2021 0:00,2003,2021,2021
CRCV21125109,7817 Eglise AVE ,90660,Los Angeles,0,569900,630000,70,1024,5650,9,6/7/2021 0:00,6/16/2021 0:00,1951,2021,2021
CREV21143054,11554 Pecan WAY ,92354,San Bernardino,8,580000,580000,44,1960,10800,0,4/16/2021 0:00,4/16/2021 0:00,1977,2021,2021
CRNDP2106831,20134 1st Pl ,92029,San Diego,7,965000,1200000,12,1419,21938,10,6/12/2021 0:00,6/22/2021 0:00,2009,2021,2021
CROC21122263,15 Ceramica ,92688,Orange,1,899900,946000,26,1757,4400,9,6/7/2021 0:00,6/16/2021 0:00,1995,2021,2021
CRPW21054281,2151 N Pami CIR ,92867,Orange,1,845000,841500,46,1964,3848,102,3/12/2021 0:00,6/22/2021 0:00,1975,2021,2021
CRPW21134253,638 N Hawthorn ST N,92805,Orange,1,530000,530000,69,1312,6976,3,6/20/2021 0:00,6/23/2021 0:00,1952,2021,2021
CRPW21140677,4509 Jasmine AVE ,90232,Los Angeles,0,1770000,2000000,69,1665,6774,2,6/28/2021 0:00,6/30/2021 0:00,1952,2021,2021
CRSB21129786,1812 Arlington Ave. ,90501,Los Angeles,0,699000,760000,102,1092,5100,11,6/10/2021 0:00,6/21/2021 0:00,1919,2021,2021
CRSB21132619,3220 W 188th ST ,90504,Los Angeles,0,749000,758000,71,784,5001,5,6/18/2021 0:00,6/23/2021 0:00,1950,2021,2021
CRSW21083151,4865 Creekridge LN ,92545,Riverside,3,429850,460000,18,2137,6969,57,4/19/2021 0:00,6/15/2021 0:00,2003,2021,2021
CRSW21128450,1200 Cragstone DR ,92545,Riverside,3,425000,436500,16,2470,9148,20,5/27/2021 0:00,6/16/2021 0:00,2005,2021,2021
EB40955620,53 Oakwood Rd ,94563,Contra Costa,4,3795000,4030000,6,4405,27322,7,6/23/2021 0:00,6/30/2021 0:00,2015,2021,2021
ME221069151,337 Severin AVE ,95354,Stanislaus,16,356500,356500,72,1056,7440,1,6/15/2021 0:00,6/16/2021 0:00,1949,2021,2021
ME221070737,4510 Bailey WAY ,95864,Sacramento,2,935000,950000,58,2063,15699,2,6/18/2021 0:00,6/20/2021 0:00,1963,2021,2021
ME221072808,3112 Key Largo CT ,95843,Sacramento,2,475000,486000,31,1818,6791,6,6/22/2021 0:00,6/28/2021 0:00,1990,2021,2021
ML81849376,425 Windsor CT ,93933,Monterey,22,733000,826000,48,2016,5846,5,6/17/2021 0:00,6/22/2021 0:00,1973,2021,2021
BE40955752,3043 Logan St ,94601,Alameda,5,628000,630000,109,1212,4560,10,6/23/2021 0:00,7/3/2021 0:00,1912,2021,2021
CNSR21130159,8927 Rubio AVE ,91343,Los Angeles,0,860000,930000,66,1849,7749,9,6/9/2021 0:00,6/18/2021 0:00,1955,2021,2021
CRCV21125179,14128 Dartmouth CT ,92336,San Bernardino,8,658900,710000,29,2578,8315,11,6/10/2021 0:00,6/21/2021 0:00,1992,2021,2021
CRIV21129141,27580 Abril DR ,92234,Riverside,3,449900,455000,36,1715,7841,10,6/11/2021 0:00,6/21/2021 0:00,1985,2021,2021
CRIV21130843,25830 Baltrustrol DR ,92586,Riverside,3,305000,305000,55,1206,7405,2,6/16/2021 0:00,6/18/2021 0:00,1966,2021,2021
CRNDP2106743,324 Alamo WAY ,92057,San Diego,7,780000,777000,18,1860,4899,8,6/10/2021 0:00,6/18/2021 0:00,2003,2021,2021
CROC21120143,24062 Gemwood DR ,92630,Orange,1,848000,835000,57,1144,9425,12,6/4/2021 0:00,6/16/2021 0:00,1964,2021,2021
CROC21124335,2004 Entrada Paraiso ,92672,Orange,1,1799000,1785000,49,3584,10074,22,6/9/2021 0:00,7/1/2021 0:00,1972,2021,2021
CROC21131678,1525 Buena ,92672,Orange,1,4500000,4400000,67,6970,12632,0,6/24/2021 0:00,6/24/2021 0:00,1954,2021,2021
CRP1-5091,401 S Berkeley AVE ,91107,Los Angeles,0,1958000,2038000,95,2338,8336,12,6/6/2021 0:00,6/18/2021 0:00,1926,2021,2021
CRPI21137765,841 Greenbriar AVE ,93065,Ventura,12,689900,700000,49,1430,9100,3,6/23/2021 0:00,6/26/2021 0:00,1972,2021,2021
CRPW21119008,422 Vista DR ,91711,Los Angeles,0,629000,705000,7,1770,44019,22,5/27/2021 0:00,6/18/2021 0:00,2014,2021,2021
CRPW21124803,2430 Gary CIR ,92010,San Diego,7,850000,1000001,54,1640,10400,29,5/17/2021 0:00,6/15/2021 0:00,1967,2021,2021
CRSB21134167,28626 Shenandoah DR ,92352,San Bernardino,8,864000,1069000,19,2442,10534,5,6/21/2021 0:00,6/26/2021 0:00,2002,2021,2021
CRSW21115110,34518 Hickory LN ,92595,Riverside,3,625000,690000,36,2016,18731,18,5/28/2021 0:00,6/15/2021 0:00,1985,2021,2021
ME221065688,1883 Salerno PL ,95648,Placer,10,549000,550000,4,2307,4587,10,6/12/2021 0:00,6/22/2021 0:00,2017,2021,2021
ML81847990,1576 Inverness CIR ,95124,Santa Clara,6,1598000,2100000,57,1931,6873,7,6/9/2021 0:00,6/16/2021 0:00,1964,2021,2021
ML81849145,10990 Maria Rosa WAY ,95014,Santa Clara,6,2498000,3400000,49,2248,7245,2,6/16/2021 0:00,6/18/2021 0:00,1972,2021,2021
ML81854446,224 May AVE ,95060,Santa Cruz,26,922500,922500,111,1188,5227,0,7/20/2021 0:00,7/20/2021 0:00,1910,2021,2021
TM21-756310,1165 Somera RD ,90077,Los Angeles,0,5750000,5750000,57,3987,46204,0,7/2/2021 0:00,7/2/2021 0:00,1964,2021,2021
BE40953995,7048 Lancaster Rd ,94568,Alameda,5,978888,1040000,54,1630,5399,7,6/11/2021 0:00,6/18/2021 0:00,1967,2021,2021
CC40953858,212 El Sobrante Dr ,94526,Contra Costa,4,1499900,1636500,73,1939,15120,0,6/24/2021 0:00,6/24/2021 0:00,1948,2021,2021
CNSR21126721,29039 Shadow Valley LN ,91390,Los Angeles,0,825000,875000,31,2144,6157,15,6/1/2021 0:00,6/16/2021 0:00,1990,2021,2021
CRMB21131264,15083 Camellia DR ,92337,San Bernardino,8,500000,500000,19,1761,5200,0,3/31/2021 0:00,3/31/2021 0:00,2002,2021,2021
CRNDP2106756,1690 Countryside DR ,92081,San Diego,7,820000,820000,33,1913,9757,4,6/7/2021 0:00,6/11/2021 0:00,1988,2021,2021
CRPW21124590,25505 Palermo WAY ,92887,Orange,1,830000,890000,34,1625,4950,5,6/8/2021 0:00,6/13/2021 0:00,1987,2021,2021
CRSB21125112,1907 Via Madonna ,90717,Los Angeles,0,1099900,1062900,51,2384,11715,5,6/10/2021 0:00,6/15/2021 0:00,1970,2021,2021
CRSB21127625,1208 S Malgren AVE ,90732,Los Angeles,0,899000,835000,70,1698,6008,14,6/11/2021 0:00,6/25/2021 0:00,1951,2021,2021
CRSW21123189,35798 Rhone LN ,92596,Riverside,3,598000,615001,19,2480,7405,19,6/7/2021 0:00,6/26/2021 0:00,2002,2021,2021
EB40955512,4000 Caldera Way ,94509,Contra Costa,4,475000,475000,23,1536,7025,0,6/22/2021 0:00,6/22/2021 0:00,1998,2021,2021
ME221054990,8975 Upbeat WAY ,95757,Sacramento,2,489000,530000,3,1632,1838,7,6/10/2021 0:00,6/17/2021 0:00,2018,2021,2021
ME221064115,3425 Corbin WAY ,95827,Sacramento,2,410000,450000,42,1575,9448,7,6/9/2021 0:00,6/16/2021 0:00,1979,2021,2021
ME221065756,1150 Kay CIR ,95382,Stanislaus,16,395000,427500,17,1389,5724,5,6/10/2021 0:00,6/15/2021 0:00,2004,2021,2021
ME221073942,462 Anacapa DR ,95678,Placer,10,650000,725000,23,2530,6268,4,6/24/2021 0:00,6/28/2021 0:00,1998,2021,2021
ME221075997,1060 Saint Andrews DR ,94505,Contra Costa,4,740000,740000,34,2455,7079,1,6/27/2021 0:00,6/28/2021 0:00,1987,2021,2021
ML81848364,315 Lowell ST ,94062,San Mateo,11,1998000,2350000,85,1805,5200,1,6/10/2021 0:00,6/11/2021 0:00,1936,2021,2021
ML81849516,33 Fairway PL ,94019,San Mateo,11,1740000,1740000,33,3050,8282,0,6/17/2021 0:00,6/17/2021 0:00,1988,2021,2021
ML81852306,829 Waverley ST ,94301,Santa Clara,6,3998000,3840000,99,2240,5724,0,7/7/2021 0:00,7/7/2021 0:00,1922,2021,2021
TM21-746884,714 Kensington RD ,90405,Los Angeles,0,2600000,2850000,97,2321,5985,10,6/11/2021 0:00,6/21/2021 0:00,1924,2021,2021
BA321056150,21 La Rosa WAY ,94939,Marin,17,2395000,2925000,74,2316,8250,10,6/22/2021 0:00,7/2/2021 0:00,1947,2021,2021
BE40953944,1146 Baur Ct ,94566,Alameda,5,1649000,1800000,13,2162,7111,5,6/17/2021 0:00,6/22/2021 0:00,2008,2021,2021
CC40954703,5477 Hackney Ln ,94803,Contra Costa,4,875000,1055000,34,2254,9798,5,6/17/2021 0:00,6/22/2021 0:00,1987,2021,2021
CNSR21117955,2693 Sunshine Valley CT ,93063,Ventura,12,839999,890000,21,2271,20403,10,6/4/2021 0:00,6/14/2021 0:00,2000,2021,2021
CNSR21126159,5063 Gaviota AVE ,91436,Los Angeles,0,2512500,2512500,21,4749,13874,0,6/14/2021 0:00,6/14/2021 0:00,2000,2021,2021
CRIV21134701,26309 Dracaea AVE ,92555,Riverside,3,410000,410000,33,1602,7405,0,6/21/2021 0:00,6/21/2021 0:00,1988,2021,2021
CROC21126402,11 Maple DR ,92656,Orange,1,850000,1011000,27,1637,3150,4,6/11/2021 0:00,6/15/2021 0:00,1994,2021,2021
CROC21131342,4881 Coveview DR ,92649,Orange,1,1925000,1925000,11,2487,3746,4,6/16/2021 0:00,6/20/2021 0:00,2010,2021,2021
CRP0-820000836,545 Avenue 64 ,91105,Los Angeles,0,999000,930000,83,1928,7475,88,3/2/2020 0:00,5/29/2020 0:00,1938,2020,2020
CRSB21124628,2024 Boundary ST ,92104,San Diego,7,1200000,1200000,57,1460,7000,10,6/9/2021 0:00,6/19/2021 0:00,1964,2021,2021
CRSW21113525,2196 Fielding RD ,92506,Riverside,3,739900,793000,61,2246,12632,6,6/9/2021 0:00,6/15/2021 0:00,1960,2021,2021
ME221060575,709 Sands WAY ,95630,Sacramento,2,675000,675000,23,2523,6734,4,6/18/2021 0:00,6/22/2021 0:00,1998,2021,2021
ME221062858,2863 Belden ST ,95815,Sacramento,2,299000,335000,86,1146,5227,7,6/10/2021 0:00,6/17/2021 0:00,1935,2021,2021
ME221062918,10889 Bellone WAY ,95670,Sacramento,2,499000,540000,19,1468,5772,6,6/15/2021 0:00,6/21/2021 0:00,2002,2021,2021
ME221064826,915 Farm House CT ,95765,Placer,10,869900,950000,14,3469,12036,4,6/24/2021 0:00,6/28/2021 0:00,2007,2021,2021
ME221066481,2147 Greenbriar DR ,93635,Merced,27,410000,410000,20,1558,6042,3,6/11/2021 0:00,6/14/2021 0:00,2001,2021,2021
ME221070122,4910 Crestwood WAY ,95822,Sacramento,2,699000,785000,70,1770,9148,6,6/17/2021 0:00,6/23/2021 0:00,1951,2021,2021
TM21-744398,2622 Rinconia DR ,90068,Los Angeles,0,1877000,2125000,60,2178,4672,9,6/9/2021 0:00,6/18/2021 0:00,1961,2021,2021
TM21-750814,4527 N Ayla Lane ,90041,Los Angeles,0,991532,991532,0,2097,1245,0,6/11/2021 0:00,6/11/2021 0:00,2021,2021,2021
BE40955121,3730 September Ct ,94546,Alameda,5,998000,1155000,62,1678,15402,0,6/18/2021 0:00,6/18/2021 0:00,1959,2021,2021
BE40957052,4313 Cutting Blvd ,94804,Contra Costa,4,650000,650000,58,1425,3150,0,7/2/2021 0:00,7/2/2021 0:00,1963,2021,2021
CC40953564,5507 Michigan Blvd ,94521,Contra Costa,4,725000,830000,61,1158,7000,9,6/9/2021 0:00,6/18/2021 0:00,1960,2021,2021
CNSR21122063,22420 Abordo DR ,91350,Los Angeles,0,880000,880000,49,1728,17574,41,5/1/2021 0:00,6/11/2021 0:00,1972,2021,2021
CNSR21125087,1637 W 70th ST ,90047,Los Angeles,0,450000,520000,95,1152,5268,13,6/8/2021 0:00,6/21/2021 0:00,1926,2021,2021
CRMD21126099,39217 Quail ,93604,Madera,34,970000,900000,78,2246,8798,5,4/24/2021 0:00,4/29/2021 0:00,1943,2021,2021
CROC21125814,25082 Sunset PL ,92653,Orange,1,675000,755000,44,1124,3500,11,6/11/2021 0:00,6/22/2021 0:00,1977,2021,2021
CROC21137286,17011 Newquist LN ,92649,Orange,1,1500000,1746000,54,2832,10500,6,6/25/2021 0:00,7/1/2021 0:00,1967,2021,2021
CRPA21134202,1495 Bille RD ,95969,Butte,9,320000,335000,0,1148,10890,3,6/21/2021 0:00,6/24/2021 0:00,2021,2021,2021
CRPF21123135,2347 Prince ST ,90031,Los Angeles,0,699000,813000,113,832,5501,13,6/7/2021 0:00,6/20/2021 0:00,1908,2021,2021
CRPW21119473,9745 Homestead ST ,90660,Los Angeles,0,630000,690000,70,1685,5835,13,6/2/2021 0:00,6/15/2021 0:00,1951,2021,2021
ME202002701,15050 Amos ,96007,Shasta,30,220000,220000,19,1357,871200,0,8/26/2020 0:00,8/26/2020 0:00,2002,2020,2020
ME221065597,8851 Statira CT ,95624,Sacramento,2,574900,600000,27,2079,5349,5,6/9/2021 0:00,6/14/2021 0:00,1994,2021,2021
ME221065703,3527 Cabrito DR ,95762,El Dorado,18,799900,840000,23,2190,9148,4,6/12/2021 0:00,6/16/2021 0:00,1998,2021,2021
ME221066471,3800 Renwick AVE ,95758,Sacramento,2,499800,555000,21,1629,4870,5,6/11/2021 0:00,6/16/2021 0:00,2000,2021,2021
ME221066500,317 Saint Brendan CT ,95747,Placer,10,525000,540000,21,1542,4522,5,6/11/2021 0:00,6/16/2021 0:00,2000,2021,2021
ME221072775,6644 Branchwater WAY ,95621,Sacramento,2,439000,475000,43,1543,7771,4,6/22/2021 0:00,6/26/2021 0:00,1978,2021,2021
ML81848591,444 Helen DR ,94030,San Mateo,11,1598000,1610000,74,1487,5096,5,6/11/2021 0:00,6/16/2021 0:00,1947,2021,2021
ML81852338,19398 Acclaim DR ,93908,Monterey,22,845000,845000,22,1831,4057,0,7/7/2021 0:00,7/7/2021 0:00,1999,2021,2021
TM21-751318,4046 Guardia AVE ,90032,Los Angeles,0,749000,870000,95,1277,5626,10,6/21/2021 0:00,7/1/2021 0:00,1926,2021,2021
BE40954321,4534 Fieldcrest Dr ,94803,Contra Costa,4,815000,879000,60,1485,8250,0,6/14/2021 0:00,6/14/2021 0:00,1961,2021,2021
BE40954515,1615 Garvin Ave ,94801,Contra Costa,4,387000,475000,66,890,2500,8,6/16/2021 0:00,6/24/2021 0:00,1955,2021,2021
CC40953426,1338 Redwood St ,94565,Contra Costa,4,379000,370000,85,1125,5400,6,6/9/2021 0:00,6/15/2021 0:00,1936,2021,2021
CNSR21130554,4411 Calle Mapache ,93012,Ventura,12,740000,800000,24,1609,5747,0,6/15/2021 0:00,6/15/2021 0:00,1997,2021,2021
CNSR21137807,523 Ramona AVE ,91750,Los Angeles,0,749990,845000,63,1231,9616,6,6/24/2021 0:00,6/30/2021 0:00,1958,2021,2021
CRDW21107398,11943 Groveland AVE ,90604,Los Angeles,0,699000,730000,61,1678,6701,37,5/19/2021 0:00,6/25/2021 0:00,1960,2021,2021
CRNDP2106686,1310 Loretta ST ,92058,San Diego,7,699000,725000,62,1060,11100,10,6/9/2021 0:00,6/19/2021 0:00,1959,2021,2021
CROC21126205,45 Panorama ,92679,Orange,1,2499000,2680000,23,4505,17500,7,6/10/2021 0:00,6/17/2021 0:00,1998,2021,2021
CROC21126299,3500 Burritt WAY ,91214,Los Angeles,0,895000,940000,65,1397,6947,4,6/10/2021 0:00,6/14/2021 0:00,1956,2021,2021
CRP1-5179,656 S Oak Knoll AVE ,91106,Los Angeles,0,1249000,1623000,115,1600,7526,16,6/10/2021 0:00,6/26/2021 0:00,1906,2021,2021
CRPTP2104560,1344 Del Sol LN ,92154,San Diego,7,550000,580000,52,1530,10100,5,6/30/2021 0:00,7/5/2021 0:00,1969,2021,2021
CRPW21124378,4358 Sunny LN ,92886,Orange,1,850000,850000,49,1756,10044,0,6/9/2021 0:00,6/9/2021 0:00,1972,2021,2021
CRPW21128169,14515 Mansa DR ,90638,Los Angeles,0,675000,727000,65,1269,6493,11,6/13/2021 0:00,6/24/2021 0:00,1956,2021,2021
EB40953840,7916 Sterling Dr ,94605,Alameda,5,739000,955000,70,1992,6150,11,6/11/2021 0:00,6/22/2021 0:00,1951,2021,2021
ME201901601,73 Jatko RD ,95916,Butte,9,137500,132000,37,938,43560,17,5/1/2019 0:00,5/18/2019 0:00,1984,2019,2019
ME201903331,14338 Bethany CIR ,95954,Butte,9,133000,110000,47,1344,11326,425,9/22/2019 0:00,11/20/2020 0:00,1974,2019,2020
ME202001323,346 Canyon Highlands DR ,95966,Butte,9,350000,350000,45,1800,43560,1,4/30/2020 0:00,5/1/2020 0:00,1976,2020,2020
ME221066390,2201 Homewood WAY ,95608,Sacramento,2,619000,630000,46,1491,12632,7,6/11/2021 0:00,6/18/2021 0:00,1975,2021,2021
ME221069242,4229 Kirkby WAY ,95660,Sacramento,2,374999,395000,44,1261,6970,6,6/16/2021 0:00,6/22/2021 0:00,1977,2021,2021
ME221074865,530 Waterfowl WAY ,95987,Colusa,36,325000,325000,18,1510,6970,1,5/11/2021 0:00,5/12/2021 0:00,2003,2021,2021
ML81848857,2716 Foster ST ,94403,San Mateo,11,1300000,1300000,64,1100,5200,0,6/14/2021 0:00,6/14/2021 0:00,1957,2021,2021
ML81850748,1224 Arbor CT ,94040,Santa Clara,6,3849000,4851000,58,2822,9102,1,6/26/2021 0:00,6/27/2021 0:00,1963,2021,2021
BA321052958,14 Canterbury DR ,94558,Napa,25,2349000,2525000,31,3171,28880,9,6/30/2021 0:00,7/9/2021 0:00,1990,2021,2021
BA321053155,1579 Silverado TRL ,94559,Napa,25,949000,950000,91,1490,76230,5,7/6/2021 0:00,7/11/2021 0:00,1930,2021,2021
BA321054766,19341 Arkay CT ,95476,Sonoma,13,1099000,1050000,34,2573,6116,12,6/17/2021 0:00,6/29/2021 0:00,1987,2021,2021
CNSR21129361,44121 2nd Street East ,93535,Los Angeles,0,250000,250000,67,1036,6911,1,6/15/2021 0:00,6/16/2021 0:00,1954,2021,2021
CRIG21119545,161 Exeter WAY ,92882,Riverside,3,589000,660000,23,1806,4356,7,6/9/2021 0:00,6/16/2021 0:00,1998,2021,2021
CROC21132334,3159 Allenton AVE ,91745,Los Angeles,0,928888,945000,61,2068,16373,6,6/17/2021 0:00,6/23/2021 0:00,1960,2021,2021
CRSC21052699,385 Lancaster ST ,93428,San Luis Obispo,20,1098000,1098000,31,2465,3500,107,3/12/2021 0:00,6/27/2021 0:00,1990,2021,2021
ME221071667,1121 Picard CT ,95380,Stanislaus,16,299900,335000,27,1347,6120,3,6/19/2021 0:00,6/22/2021 0:00,1994,2021,2021
ME221071891,10803 Basie WAY ,95670,Sacramento,2,420000,420000,25,1316,4548,8,6/20/2021 0:00,6/28/2021 0:00,1996,2021,2021
ML81849096,1016 Blazingwood DR ,94089,Santa Clara,6,1389000,1520000,66,1264,6570,7,6/16/2021 0:00,6/23/2021 0:00,1955,2021,2021
ML81849285,351 Reichling AVE ,94044,San Mateo,11,1330000,1330000,54,1450,6500,1,6/15/2021 0:00,6/16/2021 0:00,1967,2021,2021
ML81849414,3154 Vittoria LOOP ,94568,Alameda,5,1488888,1526000,7,2007,3937,3,6/17/2021 0:00,6/20/2021 0:00,2014,2021,2021
ML81850414,1400 Ravenswood DR ,94024,Santa Clara,6,2898000,3500000,66,1976,10115,7,6/23/2021 0:00,6/30/2021 0:00,1955,2021,2021
SF421563316,2448 Folsom ST ,94110,San Francisco,19,2849000,3500000,152,2802,4896,6,6/19/2021 0:00,6/25/2021 0:00,1869,2021,2021
TM20-661808,905 Galloway ST ,90272,Los Angeles,0,3995000,3995000,0,3107,5197,0,6/28/2021 0:00,6/28/2021 0:00,2021,2021,2021
TM21-747158,5929 Stoneview DR ,90232,Los Angeles,0,1699000,1925000,64,2082,6301,12,6/9/2021 0:00,6/21/2021 0:00,1957,2021,2021
BA321037049,31311 Pine Mountain RD ,95425,Sonoma,13,1295000,1235000,28,1830,1112958,39,6/10/2021 0:00,7/19/2021 0:00,1993,2021,2021
BA321053628,1719 Autumn Meadow DR ,94534,Solano,14,599900,620000,24,1136,4813,17,6/16/2021 0:00,7/3/2021 0:00,1997,2021,2021
BA321058214,40476 Tide Pool ,95497,Sonoma,13,1995000,2550000,16,2125,14375,8,6/3/2021 0:00,6/11/2021 0:00,2005,2021,2021
CC40954336,1825 Hoover Ct ,94521,Contra Costa,4,848000,857500,58,1700,8755,13,6/15/2021 0:00,6/28/2021 0:00,1963,2021,2021
CC40955070,2423 Charlotte Ave ,94518,Contra Costa,4,770000,850000,62,1247,6048,5,6/18/2021 0:00,6/23/2021 0:00,1959,2021,2021
CNSR21122391,16050 Devonshire ST ,91344,Los Angeles,0,739900,761000,68,1762,7687,6,6/8/2021 0:00,6/14/2021 0:00,1953,2021,2021
CNSR21134259,1900 Manhattan AVE ,90254,Los Angeles,0,3200000,3400000,70,2390,4141,0,6/21/2021 0:00,6/21/2021 0:00,1951,2021,2021
CRCV21132990,3969 Rancho Del Oro DR ,92505,Riverside,3,528000,560000,34,1905,9583,14,6/14/2021 0:00,6/28/2021 0:00,1987,2021,2021
CREV21126925,1344 Kylie CT ,92223,Riverside,3,419900,445000,15,1562,7841,4,6/11/2021 0:00,6/15/2021 0:00,2006,2021,2021
CROC21127877,25 Bellflower ,92630,Orange,1,1788000,1860000,6,2769,5580,4,6/18/2021 0:00,6/22/2021 0:00,2015,2021,2021
CRPW21125696,2101 Windbreak CIR ,92821,Orange,1,975000,1055000,45,2526,5115,7,6/10/2021 0:00,6/17/2021 0:00,1976,2021,2021
EB40955792,6441 Mokelumne Ave ,94605,Alameda,5,1100000,1100000,83,1800,6240,0,6/23/2021 0:00,6/23/2021 0:00,1938,2021,2021
ME202001571,18 Quista DR ,95926,Butte,9,449000,433000,47,1792,8276,122,5/25/2020 0:00,9/24/2020 0:00,1974,2020,2020
ME221060385,1244 Tree Top RD ,95667,El Dorado,18,590000,630000,49,1648,217364,6,6/10/2021 0:00,6/16/2021 0:00,1972,2021,2021
ME221065775,2725 Burrelton WAY ,95661,Placer,10,910000,910000,16,2346,14741,5,6/14/2021 0:00,6/19/2021 0:00,2005,2021,2021
ME221068599,2315 Edwards ST ,95901,Yuba,21,285000,300000,48,1311,6926,5,6/17/2021 0:00,6/22/2021 0:00,1973,2021,2021
ME221073435,5305 60th ST ,95820,Sacramento,2,375000,380000,71,1039,5663,5,7/1/2021 0:00,7/6/2021 0:00,1950,2021,2021
ML81849168,169 East ST ,95003,Santa Cruz,26,899000,930000,44,900,3180,0,6/16/2021 0:00,6/16/2021 0:00,1977,2021,2021
ML81852070,2752 Valley Oak CT ,95135,Santa Clara,6,1898888,1975000,7,2677,3804,0,7/6/2021 0:00,7/6/2021 0:00,2014,2021,2021
BA321051075,137 Northpark DR ,95688,Solano,14,740000,740000,45,2125,7841,26,5/6/2021 0:00,6/1/2021 0:00,1976,2021,2021
BA321057848,9277 Lakewood DR ,95492,Sonoma,13,880000,880000,37,1728,132509520,0,7/16/2021 0:00,7/16/2021 0:00,1984,2021,2021
BE40953742,26685 Wauchula Way ,94545,Alameda,5,749950,867500,64,1210,5600,8,6/10/2021 0:00,6/18/2021 0:00,1957,2021,2021
CC40954580,17269 Via Chiquita ,94580,Alameda,5,800000,800000,70,1031,5200,0,6/16/2021 0:00,6/16/2021 0:00,1951,2021,2021
CNSR20022334,22719 Coral WAY ,91390,Los Angeles,0,695000,695000,33,2214,6149,4,1/31/2020 0:00,2/4/2020 0:00,1988,2020,2020
CRCV21127522,7651 Puerto Rico DR ,90620,Orange,1,654950,680000,63,1088,7969,11,6/11/2021 0:00,6/22/2021 0:00,1958,2021,2021
CROC21126348,24161 Vista D Oro ,92629,Orange,1,2540000,2540000,44,1963,4417,0,5/27/2021 0:00,5/27/2021 0:00,1977,2021,2021
CROC21127394,11333 Charlesworth RD ,90670,Los Angeles,0,649900,665000,71,1778,5309,17,5/29/2021 0:00,6/15/2021 0:00,1950,2021,2021
CROC21132714,61 Frontier ST ,92679,Orange,1,965000,1015000,24,1839,5393,8,6/21/2021 0:00,6/29/2021 0:00,1997,2021,2021
CRPW21123465,1420 E Gamma PL ,92805,Orange,1,879000,1050000,62,2379,11110,13,6/8/2021 0:00,6/21/2021 0:00,1959,2021,2021
CRSC21116718,2235 Mon Chere LN ,93458,Santa Barbara,29,510000,535000,20,1858,5227,10,5/31/2021 0:00,6/10/2021 0:00,2001,2021,2021
CRSW21134177,41918 Kaffirboom CT ,92591,Riverside,3,419900,450000,34,856,7405,8,6/21/2021 0:00,6/29/2021 0:00,1987,2021,2021
EB40953582,3102 Wiswall Ct ,94806,Contra Costa,4,659000,700000,58,1047,7971,5,6/10/2021 0:00,6/15/2021 0:00,1963,2021,2021
EB40954024,2727 Del Monte Ave ,94530,Contra Costa,4,1199000,1490000,67,2158,6250,14,6/11/2021 0:00,6/25/2021 0:00,1954,2021,2021
ME202001076,1768 Swedes Flat RD ,95914,Butte,9,295000,280000,32,1200,217800,8,3/30/2020 0:00,4/7/2020 0:00,1989,2020,2020
ME202002343,5431 Pine St ,96007,Shasta,30,259000,270000,15,1456,21344,1,8/6/2020 0:00,8/7/2020 0:00,2006,2020,2020
ME221065475,662 W Jardin TER ,95391,San Joaquin,15,1200000,1266000,6,3695,6630,7,6/9/2021 0:00,6/16/2021 0:00,2015,2021,2021
ME221067486,3851 Lake Katie Way ,95834,Sacramento,2,605000,638000,4,2265,4077,5,6/11/2021 0:00,6/16/2021 0:00,2017,2021,2021
ME221067677,623 Dudley WAY ,95818,Sacramento,2,664900,662500,73,1354,6534,11,6/12/2021 0:00,6/23/2021 0:00,1948,2021,2021
