Status,Street Address (Full),List Price,Sale Price,Age,Sq Ft Total,Lot Size,Listing Date,Sale Date,Close Date,DOM,Zip Code,Original List Price,Year Built,Lot Size,MLS Number ,,
Sold,40720 Robin St ,1199000,1350000,57,1452,7200,6/12/2021 0:00,6/16/2021 0:00,7/16/2021 0:00,4,94538,1199000,1964,7200,CC40953909,,
Sold,3480 Via Flores ,1179000,1350000,58,1610,5706,6/10/2021 0:00,6/22/2021 0:00,7/1/2021 0:00,12,95073,1179000,1963,5706,ML81848360,,
Sold,6151 Ute DR ,1178000,1350000,53,1553,6414,6/10/2021 0:00,6/14/2021 0:00,7/14/2021 0:00,4,95123,1178000,1968,6414,ML81848339,,
Sold,26 Atlas AVE ,1265000,1350000,85,1380,3775,6/10/2021 0:00,6/17/2021 0:00,7/9/2021 0:00,7,95126,1265000,1936,3775,ML81848229,,
Sold,445 Delage Dr ,1325000,1350000,44,1517,8346,6/1/2021 0:00,6/15/2021 0:00,7/9/2021 0:00,14,92024,1325000,1977,8346,CRNDP2106475,,
Sold,40 Saint Michael ,1350000,1350000,34,1955,3500,6/8/2021 0:00,6/11/2021 0:00,7/15/2021 0:00,3,92629,1350000,1987,3500,CROC21114018,,
Sold,69 Hollyleaf WAY ,1275000,1350000,18,2215,4234,4/30/2021 0:00,6/7/2021 0:00,6/9/2021 0:00,38,94949,1275000,2003,4234,BA321050747,,
Sold,408 Camino Flora ,1268000,1350000,19,2414,6530,6/9/2021 0:00,6/14/2021 0:00,7/20/2021 0:00,5,92673,1268000,2002,6530,CROC21120928,,
Sold,768 Cedar Point PL ,1299999,1350000,33,2463,7636,6/9/2021 0:00,6/15/2021 0:00,7/15/2021 0:00,6,91362,1299999,1988,7636,CNSR21124342,,
Sold,12129 Hesby ST ,1349000,1349000,71,1635,7427,6/23/2021 0:00,6/28/2021 0:00,7/15/2021 0:00,5,91607,1349000,1950,7427,CNSR21126560,,
Sold,6738 Bear Creek Dr ,1199000,1344400,22,2140,9756,6/11/2021 0:00,6/17/2021 0:00,7/19/2021 0:00,6,94551,1199000,1999,9756,BE40953972,,
Sold,1856 Harding AVE ,1188000,1342000,83,1658,9552,6/10/2021 0:00,6/23/2021 0:00,7/20/2021 0:00,13,91001,1188000,1938,9552,CRAR21124455,,
Sold,3108 Vittoria Loop ,1288888,1340000,7,2368,2184,6/25/2021 0:00,7/2/2021 0:00,7/9/2021 0:00,7,94568,1288888,2014,2184,BE40956146,,
Sold,1565 Chestnut Ave ,1200000,1340000,61,2053,0.44,6/4/2021 0:00,6/15/2021 0:00,7/7/2021 0:00,11,92008,1200000,1960,0.44,CRNDP2106427,,
Sold,10111 Topeka DR ,1195000,1340000,57,2377,17192,6/9/2021 0:00,6/18/2021 0:00,7/16/2021 0:00,9,91324,1195000,1964,17192,CNSR21124124,,
Sold,17163 Clemons DR ,1149000,1338000,55,2030,9410,6/17/2021 0:00,6/22/2021 0:00,7/12/2021 0:00,5,91436,1149000,1966,9410,CNSR21128796,,
Sold,926 Virginia ST ,1289000,1336500,70,902,5405,6/10/2021 0:00,6/16/2021 0:00,7/20/2021 0:00,6,90245,1289000,1951,5405,CRSB21125627,,
Sold,4812 Rue Calais ,1290000,1336000,52,2100,6539,6/16/2021 0:00,6/24/2021 0:00,7/15/2021 0:00,8,95136,1290000,1969,6539,ML81849292,,
Sold,2421 Azure AVE ,1335000,1335000,68,1554,8802,7/19/2021 0:00,7/20/2021 0:00,7/21/2021 0:00,1,92660,1335000,1953,8802,CRNP21153614,,
Sold,333 Fontaine DR ,1300000,1335000,31,2037,6107,6/14/2021 0:00,6/14/2021 0:00,7/15/2021 0:00,0,94506,1300000,1990,6107,BA321067211,,
Sold,38528 Rockrose Ct ,1335000,1335000,58,1522,7313,6/28/2021 0:00,6/28/2021 0:00,6/28/2021 0:00,0,94560,1335000,1963,7313,BE40956467,,
Sold,2365 Marks DR ,1199000,1335000,26,2093,4275,6/15/2021 0:00,6/17/2021 0:00,7/20/2021 0:00,2,92782,1199000,1995,4275,CRSB21129225,,
Sold,18590 Warren AVE ,1335000,1335000,13,2344,13580,6/11/2021 0:00,6/19/2021 0:00,7/21/2021 0:00,8,92780,1148800,2008,13580,CRCV21126133,,
Sold,922 Ventura Ave ,998000,1330000,99,1668,4110,6/29/2021 0:00,7/9/2021 0:00,7/16/2021 0:00,10,94707,998000,1922,4110,EB40956551,,
Sold,12415 Henzie PL ,1149900,1330000,52,3170,8790,6/28/2021 0:00,7/2/2021 0:00,7/16/2021 0:00,4,91344,1149900,1969,8790,CNSR21140848,,
Sold,351 Reichling AVE ,1330000,1330000,54,1450,6500,6/15/2021 0:00,6/16/2021 0:00,6/16/2021 0:00,1,94044,1330000,1967,6500,ML81849285,,
Sold,20422 Harbor Isle LN ,1330000,1330000,53,2072,6000,6/14/2021 0:00,6/19/2021 0:00,7/20/2021 0:00,5,92646,1175000,1968,6000,CRPW21129398,,
Sold,22 Bodega Bay ,1280000,1330000,21,2009,3713,6/12/2021 0:00,6/17/2021 0:00,6/30/2021 0:00,5,92602,1280000,2000,3713,CRPW21126591,,
Sold,6332 Owl Way ,1280000,1330000,23,2303,7590,6/10/2021 0:00,6/18/2021 0:00,7/8/2021 0:00,8,94551,1280000,1998,7590,BE40953657,,
Sold,4369 Rettig Ave ,965000,1330000,101,1288,7232,6/10/2021 0:00,6/18/2021 0:00,7/14/2021 0:00,8,94602,965000,1920,7232,EB40953615,,
Sold,16862 Stiles CIR ,1100000,1328000,56,2000,6344,6/21/2021 0:00,6/29/2021 0:00,7/13/2021 0:00,8,92649,1100000,1965,6344,CROC21134704,,
Sold,3429 Brittany WAY ,1250000,1327000,20,3717,54450,6/25/2021 0:00,6/29/2021 0:00,7/9/2021 0:00,4,95762,1250000,2001,54450,ME221069507,,
Sold,40649 Avenida Centenario ,1200000,1325000,5,2939,27007,7/5/2021 0:00,7/16/2021 0:00,7/16/2021 0:00,11,92591,1200000,2016,27007,CRSW21143546,,
Sold,4831 John Muir Road ,1099000,1325000,57,1858,46174,6/17/2021 0:00,6/25/2021 0:00,7/21/2021 0:00,8,94553-4529,1099000,1964,46174,CC40954729,,
Sold,573 Prentiss ST ,1049000,1325000,74,955,1751,6/16/2021 0:00,6/25/2021 0:00,7/19/2021 0:00,9,94110,1049000,1947,1751,SF421563504,,
Sold,262 Esparto AVE ,1299000,1325000,69,1337,4080,6/10/2021 0:00,6/14/2021 0:00,7/6/2021 0:00,4,93449,1299000,1952,4080,CRSC21125915,,
Sold,4773 Candleberry AVE ,1325000,1325000,54,2748,5353,5/25/2021 0:00,6/14/2021 0:00,7/13/2021 0:00,20,90740,1325000,1967,5353,CRPW21126403,,
Sold,122 Marina BLVD ,1299000,1325000,62,2009,12036,5/18/2021 0:00,5/18/2021 0:00,6/8/2021 0:00,0,94901,1299000,1959,12036,BA321051468,,
Sold,1662 San Gabriel AVE ,1175000,1325000,71,1465,6625,6/7/2021 0:00,7/5/2021 0:00,7/13/2021 0:00,28,91208,1175000,1950,6625,CRP1-5107,,
Sold,36 Golf DR ,1149900,1325000,13,2716,3420,6/4/2021 0:00,6/15/2021 0:00,7/15/2021 0:00,11,92656,1149900,2008,3420,CROC21121869,,
Sold,3634 El Caminito ,1030000,1320905,63,1517,9021,6/25/2021 0:00,7/3/2021 0:00,7/19/2021 0:00,8,91214,1030000,1958,9021,CRP1-5418,,
Sold,6282 Mahan DR ,1049000,1320000,52,1143,6039,6/15/2021 0:00,6/23/2021 0:00,7/19/2021 0:00,8,95123,1049000,1969,6039,ML81848898,,
Sold,5328 Matthew Ter ,1265000,1320000,33,1481,4206,6/11/2021 0:00,6/23/2021 0:00,7/20/2021 0:00,12,94555,1265000,1988,4206,BE40954031,,
Sold,11 Coffeeberry ,1218000,1320000,22,2748,3914,5/27/2021 0:00,6/18/2021 0:00,7/19/2021 0:00,22,92656,1218000,1999,3914,CROC21113085,,
Sold,1964 W 231St ST ,1169000,1320000,57,2096,6245,6/10/2021 0:00,6/18/2021 0:00,7/7/2021 0:00,8,90501,1069000,1964,6245,TM21-746234,,
Sold,5149 Bluebell AVE ,1100000,1316000,54,2236,6541,6/18/2021 0:00,6/11/2021 0:00,6/21/2021 0:00,-7,91607,1100000,1967,6541,TM21-738492,,
Sold,5926 Babbitt AVE ,1250000,1315000,65,1780,6000,6/14/2021 0:00,6/16/2021 0:00,7/20/2021 0:00,2,91316,1250000,1956,6000,CNSR21123981,,
Sold,658 Foothill DR ,1199000,1315000,57,1260,4600,6/11/2021 0:00,6/21/2021 0:00,7/20/2021 0:00,10,94044,1199000,1964,4600,ML81848593,,
Sold,2153 N Roosevelt AVE ,1250000,1315000,72,1853,8968,5/24/2021 0:00,6/15/2021 0:00,6/25/2021 0:00,22,91001,1250000,1949,8968,CRP1-5135,,
Sold,32811 Shipside DR ,1149900,1311000,44,2590,9008,6/6/2021 0:00,6/15/2021 0:00,7/16/2021 0:00,9,92629,1149900,1977,9008,CROC21121867,,
Sold,271 Longview LN ,1310000,1310000,62,1602,9600,5/11/2021 0:00,6/13/2021 0:00,7/16/2021 0:00,33,93405,1310000,1959,9600,CRSC21100695,,
Sold,4448 Sunnycrest DR ,1047000,1310000,58,1547,7109,6/15/2021 0:00,6/25/2021 0:00,7/16/2021 0:00,10,90065,1047000,1963,7109,TM21-748342,,
Sold,21520 Arcos DR ,1300000,1305000,73,3324,12832,5/28/2021 0:00,5/28/2021 0:00,6/30/2021 0:00,0,91364,1300000,1948,12832,CNSR21140967,,
Sold,657 Westchester ,1188000,1305000,17,4165,9744,6/24/2021 0:00,6/29/2021 0:00,7/13/2021 0:00,5,95630,1188000,2004,9744,ME221074465,,
Sold,1020 Coyote RD ,1149989,1305000,44,2264,6000,6/18/2021 0:00,6/23/2021 0:00,7/20/2021 0:00,5,95111,1149989,1977,6000,ML81849573,,
Sold,208 Mangels AVE ,949000,1305000,65,1026,1860,6/18/2021 0:00,6/25/2021 0:00,7/19/2021 0:00,7,94131,949000,1956,1860,SF421563708,,
Sold,978 Scotsglen CT ,1248000,1303000,53,1572,6017,6/17/2021 0:00,6/17/2021 0:00,6/17/2021 0:00,0,95136,1248000,1968,6017,ML81849387,,
Sold,31 Belmont AVE ,1049000,1303000,70,1733,6599,6/15/2021 0:00,6/23/2021 0:00,7/13/2021 0:00,8,94930,1049000,1951,6599,BA321054042,,
Sold,25112 Monte Verde DR ,1179000,1301000,55,2055,7488,6/10/2021 0:00,6/17/2021 0:00,7/9/2021 0:00,7,92677,1179000,1966,7488,CROC21127044,,
Sold,127 W Paseo De Cristobal ,1300000,1300000,70,956,5267,7/15/2021 0:00,7/15/2021 0:00,7/15/2021 0:00,0,92672,1300000,1951,5267,CROC21155176,,
Sold,125 Navigator DR ,1300000,1300000,24,2030,3528,7/12/2021 0:00,7/12/2021 0:00,7/12/2021 0:00,0,95066,1300000,1997,3528,ML81853154,,
Sold,3120 Washington St ,1300000,1300000,89,1552,3861,6/1/2021 0:00,6/12/2021 0:00,7/8/2021 0:00,11,94501,1300000,1932,3861,BE40958072,,
Sold,1608 Santa Rosa ,1199000,1300000,21,2748,8931,7/2/2021 0:00,7/10/2021 0:00,7/19/2021 0:00,8,95616,1199000,2000,8931,ME221077092,,
Sold,770 Baltusrol DR ,1200000,1300000,53,2103,13939,7/1/2021 0:00,7/1/2021 0:00,7/1/2021 0:00,0,95003,1200000,1968,13939,ML81851599,,
Sold,8210 Starr RD ,1300000,1300000,52,1599,87120,4/17/2021 0:00,6/24/2021 0:00,6/25/2021 0:00,68,95492,1300000,1969,87120,BA321059400,,
Sold,1079 W Verano AVE ,1285000,1300000,57,1353,12632,6/24/2021 0:00,6/26/2021 0:00,7/6/2021 0:00,2,95476,1285000,1964,12632,BA321056825,,
Sold,20 Sierra AVE ,1125000,1300000,72,1144,4264,6/23/2021 0:00,6/29/2021 0:00,7/9/2021 0:00,6,94969,1125000,1949,4264,BA321057054,,
Sold,42 Shipley AVE ,1168000,1300000,52,1530,4130,6/18/2021 0:00,6/1/2021 0:00,6/18/2021 0:00,-17,94015,1168000,1969,4130,SF421565097,,
Sold,407 Dixon RD ,1258000,1300000,61,1605,6118,6/18/2021 0:00,7/9/2021 0:00,7/20/2021 0:00,21,95035,1268000,1960,6118,ML81849568,,
Sold,1149 Empey WAY ,998000,1300000,81,1024,9062,6/22/2021 0:00,6/29/2021 0:00,7/2/2021 0:00,7,95128,998000,1940,9062,ML81849567,,
Sold,24051 Regents Park CIR ,1100000,1300000,35,3023,10830,6/16/2021 0:00,6/22/2021 0:00,7/14/2021 0:00,6,91355,1100000,1986,10830,CNSR21126312,,
Sold,6276 Aspinwall Rd ,1095000,1300000,56,2035,7515,6/16/2021 0:00,6/28/2021 0:00,7/12/2021 0:00,12,94611,1095000,1965,7515,EB40954528,,
Sold,369 Jai DR ,1168000,1300000,51,1623,6026,6/15/2021 0:00,6/23/2021 0:00,7/15/2021 0:00,8,95119,1168000,1970,6026,ML81848928,,
Sold,2716 Foster ST ,1300000,1300000,64,1100,5200,6/14/2021 0:00,6/14/2021 0:00,6/14/2021 0:00,0,94403,1300000,1957,5200,ML81848857,,
Sold,5998 Bellingham Dr ,1200000,1300000,35,1890,8710,6/14/2021 0:00,6/19/2021 0:00,6/28/2021 0:00,5,94552,1200000,1986,8710,EB40954271,,
Sold,529 Pine Ave ,1100000,1300000,69,1132,5459,6/12/2021 0:00,6/16/2021 0:00,7/16/2021 0:00,4,94085,1100000,1952,5459,BE40954077,,
Sold,1140 Banyan WAY ,1199000,1300000,59,1584,7080,6/11/2021 0:00,6/18/2021 0:00,7/7/2021 0:00,7,94044,1199000,1962,7080,ML81848594,,
Sold,2444 Thomas DR ,1200000,1300000,63,1930,8276,6/8/2021 0:00,6/8/2021 0:00,6/11/2021 0:00,0,95404,1200000,1958,8276,BA321051733,,
Sold,913 8Th ST ,1300000,1300000,90,1026,2066,2/17/2021 0:00,5/11/2021 0:00,6/1/2021 0:00,83,92118,1300000,1931,2066,CRPTP2104093,,
Sold,621 Tamarack Dr ,1098888,1300000,64,1784,10584,6/11/2021 0:00,6/17/2021 0:00,7/1/2021 0:00,6,94587,1098888,1957,10584,BE40953847,,
Sold,1124 Radcliffe DR ,1125000,1300000,51,2377,8494,6/10/2021 0:00,6/18/2021 0:00,7/8/2021 0:00,8,95616,1125000,1970,8494,ME221065649,,
Sold,148 Ney ST ,995000,1300000,114,1375,2750,6/10/2021 0:00,6/21/2021 0:00,7/13/2021 0:00,11,94112,995000,1907,2750,SF421556383,,
Sold,1676 Andorre Gln ,1250000,1300000,30,3001,33976.8,6/6/2021 0:00,6/10/2021 0:00,6/14/2021 0:00,4,92029,1250000,1991,33976.8,CRNDP2106500,,
Sold,15585 Via Veneto ,1399000,1300000,33,3292,14000,6/9/2021 0:00,6/21/2021 0:00,6/29/2021 0:00,12,95037,1399000,1988,14000,ML81848142,,
Sold,45 Ina CT ,1050000,1300000,71,1205,2500,6/9/2021 0:00,6/11/2021 0:00,7/20/2021 0:00,2,94112,1050000,1950,2500,SF421561013,,
Sold,26132 Via Marejada ,1225000,1296000,47,3007,8400,6/8/2021 0:00,6/21/2021 0:00,7/13/2021 0:00,13,92691,1225000,1974,8400,CROC21117386,,
Sold,821 Salisbury RD ,1295000,1295000,97,1608,,6/22/2021 0:00,6/22/2021 0:00,6/22/2021 0:00,0,91011,1295000,1924,,CRP1-5352,,
Sold,14 Santa Victoria CT ,1300000,1290000,42,2440,14501,6/2/2021 0:00,6/18/2021 0:00,6/28/2021 0:00,16,94945,1300000,1979,14501,BA321060409,,
Sold,8507 Croydon AVE ,1199000,1290000,80,1340,6000,6/5/2021 0:00,6/14/2021 0:00,7/15/2021 0:00,9,90045,1199000,1941,6000,CRSB21121832,,
Sold,459 Patricia CT ,1150000,1290000,59,1102,6471,6/10/2021 0:00,6/15/2021 0:00,7/15/2021 0:00,5,95035,1150000,1962,6471,ML81848197,,
Sold,6986 El Marcero CT ,1149000,1289700,51,1300,6137,6/10/2021 0:00,6/16/2021 0:00,7/14/2021 0:00,6,95119,1149000,1970,6137,ML81848306,,
Sold,39636 Royal Palm Drive ,1175000,1287053,60,1456,5700,6/13/2021 0:00,6/17/2021 0:00,7/13/2021 0:00,4,94538,1175000,1961,5700,BE40954151,,
Sold,25 Cache ST ,1199000,1286000,8,2391,4078,6/24/2021 0:00,6/29/2021 0:00,7/20/2021 0:00,5,92694,1199000,2013,4078,CROC21137649,,
Sold,22615 Eastwood ST ,1175000,1285000,67,1641,5917,6/19/2021 0:00,6/20/2021 0:00,7/16/2021 0:00,1,90505,1175000,1954,5917,CROC21101331,,
Sold,6275 Westover Dr ,1049000,1285000,56,1786,7473,6/18/2021 0:00,6/29/2021 0:00,7/9/2021 0:00,11,94611,1049000,1965,7473,EB40954995,,
Sold,619 Geneva AVE ,998000,1285000,94,1149,2200,6/14/2021 0:00,6/23/2021 0:00,7/14/2021 0:00,9,94112,998000,1927,2200,SF421563340,,
Sold,5780 Lewis Way ,1248000,1285000,42,3148,13900,6/14/2021 0:00,6/23/2021 0:00,7/12/2021 0:00,9,94521,1248000,1979,13900,CC40954128,,
Sold,28603 N Enrose AVE ,1180000,1285000,64,1649,14248,6/4/2021 0:00,6/15/2021 0:00,7/15/2021 0:00,11,90275,1180000,1957,14248,CRSB21121968,,
Sold,2441 Rose LN ,1275000,1280000,59,3044,87120,1/7/2020 0:00,3/16/2020 0:00,3/17/2020 0:00,69,93012,1275000,1962,87120,CRV0-220000264,,
Sold,4234 Diavila Ave ,1280000,1280000,28,1777,3523,6/11/2021 0:00,6/11/2021 0:00,7/13/2021 0:00,0,94588,1280000,1993,3523,BE40959124,,
Sold,1815 Cloverdale AVE ,1125000,1280000,92,1270,5513,6/24/2021 0:00,7/5/2021 0:00,7/16/2021 0:00,11,90019,1125000,1929,5513,TM21-734440,,
Sold,5602 Costa Maritima ,1175900,1280000,21,2594,5020,6/12/2021 0:00,6/18/2021 0:00,7/15/2021 0:00,6,92673,1175900,2000,5020,CRLG21127861,,
Sold,13389 Keegan PL ,1299000,1280000,35,2128,9338,6/11/2021 0:00,6/11/2021 0:00,6/11/2021 0:00,0,92130,1299000,1986,9338,CRNDP2106752,,
Sold,2889 Plaza Del Amo 306,1280000,1280000,19,2807,2407,6/11/2021 0:00,6/17/2021 0:00,7/19/2021 0:00,6,90503,1280000,2002,2407,CRPV21126667,,
Sold,3544 Celinda Drive ,1200000,1280000,32,2346,0.25,6/9/2021 0:00,6/11/2021 0:00,7/12/2021 0:00,2,92008,1200000,1989,0.25,CRNDP2106651,,
Sold,17016 Elgar AVE ,1250000,1278000,73,2540,6270,6/16/2021 0:00,6/21/2021 0:00,7/21/2021 0:00,5,90504,1250000,1948,6270,CRPW21129392,,
Sold,1117 Sunlight Cir ,1088000,1278000,41,2125,10150,6/11/2021 0:00,6/15/2021 0:00,7/7/2021 0:00,4,94518,1088000,1980,10150,CC40953873,,
Sold,22 Via Agradar ,1275000,1275000,15,2566,4514,7/7/2021 0:00,7/7/2021 0:00,7/13/2021 0:00,0,92673,1275000,2006,4514,CROC21148285,,
Sold,1939 Laurel ST ,1050000,1275000,98,1405,7405,7/2/2021 0:00,7/7/2021 0:00,7/19/2021 0:00,5,94559,1050000,1923,7405,BA321060303,,
Sold,2109 Atwood WAY ,1049000,1275000,34,2534,202825,6/23/2021 0:00,7/2/2021 0:00,7/16/2021 0:00,9,90503,1049000,1987,202825,CRSB21137221,,
Sold,1825 San Antonio Ave ,899000,1275000,82,951,7650,6/16/2021 0:00,6/23/2021 0:00,7/16/2021 0:00,7,94707,899000,1939,7650,CC40954640,,
Sold,133 Caribe ISLE ,989000,1275000,57,2402,10559,6/16/2021 0:00,6/23/2021 0:00,6/30/2021 0:00,7,94949,989000,1964,10559,BA321054083,,
Sold,25095 Amberwood ,1175000,1275000,34,2427,5506,6/10/2021 0:00,6/14/2021 0:00,7/13/2021 0:00,4,92692,1175000,1987,5506,CROC21124690,,
Sold,800 Formosa AVE ,1095000,1275000,96,1030,3950,6/10/2021 0:00,6/17/2021 0:00,7/14/2021 0:00,7,90046,1095000,1925,3950,TM21-746338,,
Sold,3232 H ST ,1350000,1275000,94,2384,8847,6/9/2021 0:00,7/2/2021 0:00,7/16/2021 0:00,23,95816,1350000,1927,8847,ME221062798,,
Sold,3180 Cromwell Pl ,980000,1273000,58,2053,11200,6/25/2021 0:00,6/30/2021 0:00,7/9/2021 0:00,5,94542,980000,1963,11200,CC40955363,,
Sold,1332 Douglas ST ,1250000,1270000,7,1893,1300,5/28/2021 0:00,5/30/2021 0:00,6/29/2021 0:00,2,90026,1250000,2014,1300,TM21-738444,,
Sold,616 Ocean View AVE ,1078000,1270000,72,1000,5300,6/25/2021 0:00,6/29/2021 0:00,7/13/2021 0:00,4,94401,1078000,1949,5300,ML81850901,,
Sold,199 Pompano PL ,1095000,1270000,17,3582,55757,6/1/2021 0:00,6/21/2021 0:00,7/6/2021 0:00,20,92860,1095000,2004,55757,CROC21119404,,
Sold,4725 Aqua Del Caballete ,1270000,1270000,21,2777,5841,6/14/2021 0:00,6/14/2021 0:00,6/14/2021 0:00,0,92673,1270000,2000,5841,CROC21128396,,
Sold,2664 McNally AVE ,998000,1270000,94,1611,,6/11/2021 0:00,6/25/2021 0:00,6/28/2021 0:00,14,91001,998000,1927,,CRP1-5191,,
Sold,662 W Jardin TER ,1200000,1266000,6,3695,6630,6/9/2021 0:00,6/16/2021 0:00,7/16/2021 0:00,7,95391,1200000,2015,6630,ME221065475,,
Sold,2749 Aberdeen LN ,999000,1265000,18,2871,32234,6/18/2021 0:00,6/24/2021 0:00,7/6/2021 0:00,6,95762,999000,2003,32234,ME221069250,,
Sold,4836 W 140th ST ,1135000,1265000,59,1593,5985,6/17/2021 0:00,6/23/2021 0:00,7/19/2021 0:00,6,90250,1135000,1962,5985,CRPV21130936,,
Sold,30242 Sonrisa LN ,1150000,1265000,33,2078,4600,6/16/2021 0:00,6/21/2021 0:00,7/13/2021 0:00,5,92677,1150000,1988,4600,CROC21123431,,
Sold,951 Richmond St ,995000,1262000,75,1789,5000,6/16/2021 0:00,6/29/2021 0:00,7/20/2021 0:00,13,94530,995000,1946,5000,EB40954504,,
Sold,3953 Brilliant DR ,1095000,1262000,60,1092,4525,6/14/2021 0:00,6/23/2021 0:00,7/20/2021 0:00,9,90065,1095000,1961,4525,TM21-748566,,
Sold,201 Chico RD ,1349000,1261530,73,2159,33400,10/4/2018 0:00,1/11/2019 0:00,1/25/2019 0:00,99,93023,1349000,1948,33400,CRV0-218012522,,
Sold,4560 Ensenada DR ,1039000,1260000,97,1508,7624,6/17/2021 0:00,7/8/2021 0:00,7/20/2021 0:00,21,91364,1039000,1924,7624,CRV1-6524,,
Sold,2222 Laurel Canyon BLVD ,988888,1260000,83,1100,7800,6/12/2021 0:00,6/22/2021 0:00,7/7/2021 0:00,10,90046,988888,1938,7800,TM21-748228,,
Sold,430 Sonora AVE ,1049000,1260000,94,1480,5777,6/4/2021 0:00,6/16/2021 0:00,7/16/2021 0:00,12,91201,1049000,1927,5777,CRND21116684,,
Sold,3845 California AVE ,999999,1259500,69,2262,8012,5/20/2021 0:00,6/16/2021 0:00,7/16/2021 0:00,27,90807,999999,1952,8012,CRPW21108500,,
Sold,4109 Meadow Wood DR ,1050000,1255000,24,3950,8712,6/17/2021 0:00,6/21/2021 0:00,7/16/2021 0:00,4,95762,1050000,1997,8712,ME221064797,,
Sold,2935 Hannan Drive ,999000,1255000,58,2022,10800,6/16/2021 0:00,6/23/2021 0:00,7/13/2021 0:00,7,94523,999000,1963,10800,CC40954606,,
Sold,1242 Versailles Ave ,998000,1255000,117,1355,3420,6/11/2021 0:00,6/18/2021 0:00,7/20/2021 0:00,7,94501,998000,1904,3420,BE40953898,,
Sold,4062 Northpark CIR ,1050000,1252000,49,1819,8100,7/1/2021 0:00,7/7/2021 0:00,7/19/2021 0:00,6,92604,1050000,1972,8100,CROC21142956,,
Sold,10829 Boulder Canyon RD ,1150000,1251000,33,3421,22610,6/14/2021 0:00,6/21/2021 0:00,7/9/2021 0:00,7,91737,1100000,1988,22610,CRPW21083502,,
Sold,2019 Lux CT ,1190000,1251000,50,3326,15682,6/9/2021 0:00,6/15/2021 0:00,6/22/2021 0:00,6,95608,1190000,1971,15682,ME221064999,,
Sold,1336 Skillman LN ,1200000,1250000,56,1732,39040,5/31/2021 0:00,7/8/2021 0:00,7/8/2021 0:00,38,94952,1200000,1965,39040,BA321042124,,
Sold,32212 Claremont ST ,1250000,1250000,53,1720,6200,6/30/2021 0:00,6/30/2021 0:00,6/30/2021 0:00,0,94587,1250000,1968,6200,ML81851492,,
Sold,2311 Marks DR ,1229000,1250000,26,2300,4500,6/24/2021 0:00,6/25/2021 0:00,7/20/2021 0:00,1,92782,1229000,1995,4500,CROC21125753,,
Sold,8 Cannes ,1250000,1250000,33,2601,5000,6/19/2021 0:00,6/19/2021 0:00,7/6/2021 0:00,0,92614,1250000,1988,5000,CROC21133807,,
Sold,1540 Copper Court ,1099000,1250000,19,2955,6468,6/2/2021 0:00,6/19/2021 0:00,7/6/2021 0:00,17,92078,1099000,2002,6468,CRNDP2106227,,
Sold,2869 Levante Street ,1249000,1250000,43,1684,10878,6/13/2021 0:00,6/22/2021 0:00,7/14/2021 0:00,9,92009,1249000,1978,10878,CRNDP2107091,,
Sold,5950 W 74Th ST ,1199000,1250000,74,1046,8710,6/18/2021 0:00,6/24/2021 0:00,7/21/2021 0:00,6,90045,1199000,1947,8710,TM21-750894,,
Sold,5065 Severance DR ,1078000,1250000,48,1330,7500,6/17/2021 0:00,6/19/2021 0:00,7/16/2021 0:00,2,95136,1078000,1973,7500,ML81849301,,
Sold,136 Griffen LN ,1195000,1250000,21,2454,9814,6/16/2021 0:00,7/19/2021 0:00,7/21/2021 0:00,33,94558,1195000,2000,9814,BA321053886,,
Sold,726 Morse AVE ,1149000,1250000,68,996,6223,6/15/2021 0:00,6/19/2021 0:00,7/19/2021 0:00,4,94085,1149000,1953,6223,ML81848981,,
Sold,2000 Camino Ramon ,1099000,1250000,31,2263,2409,6/11/2021 0:00,6/16/2021 0:00,7/19/2021 0:00,5,94526,1099000,1990,2409,BE40953964,,
Sold,1248 Oak Knoll Dr ,1195000,1250000,18,3121,6731,6/11/2021 0:00,6/25/2021 0:00,7/15/2021 0:00,14,94521-5515,1195000,2003,6731,CC40953962,,
Sold,23222 Ostronic DR ,1099000,1250000,67,1612,9230,6/11/2021 0:00,6/21/2021 0:00,7/16/2021 0:00,10,91367,1099000,1954,9230,TM21-747632,,
Sold,34 Blanco ,1249000,1250000,30,2550,4590,6/10/2021 0:00,6/27/2021 0:00,7/15/2021 0:00,17,92610,1249000,1991,4590,CROC21125095,,
Sold,7770 Sierra DR ,1350000,1250000,48,2850,10106,6/10/2021 0:00,6/20/2021 0:00,7/6/2021 0:00,10,95746,1350000,1973,10106,ME221064100,,
Sold,4631 Helpert ,1300000,1250000,53,1831,6199,6/10/2021 0:00,6/29/2021 0:00,7/14/2021 0:00,19,94588-3815,1300000,1968,6199,BE40953709,,
Sold,575 Hamilton ST ,1250000,1250000,61,1550,2996,5/6/2021 0:00,5/9/2021 0:00,6/9/2021 0:00,3,94134,1250000,1960,2996,SF421561574,,
Sold,2527 N Valley DR ,1250000,1250000,71,1172,3821,6/9/2021 0:00,6/9/2021 0:00,6/29/2021 0:00,0,90266,1250000,1950,3821,CRSB21125381,,
Sold,2750 Rivers Bend Cir ,1189000,1250000,12,1921,5006,6/9/2021 0:00,6/12/2021 0:00,6/28/2021 0:00,3,94550,1189000,2009,5006,BE40953548,,
