MLS Number,county,County_Index,Year_Sale,List Price,Sale Price,DOM,Sale Date
CRNS21130755,San Luis Obispo,20,2021,805000,805000,5,6/21/2021 0:00
CRPI21136509,Santa Barbara,29,2021,479000,490000,6,6/29/2021 0:00
ML81850976,San Mateo,11,2021,1650000,1810000,0,6/26/2021 0:00
ML81850414,Santa Clara,6,2021,2898000,3500000,7,6/30/2021 0:00
ML81848758,San Mateo,11,2021,3595000,3950000,4,6/18/2021 0:00
SF421561450,Contra Costa,4,2021,499000,515000,3,6/12/2021 0:00
BE40953452,Alameda,5,2021,1600000,1600000,7,6/16/2021 0:00
ML81848520,Santa Clara,6,2021,998000,1153000,5,6/16/2021 0:00
ME221060255,San Joaquin,15,2021,580000,570000,8,6/17/2021 0:00
ME221066375,Sacramento,2,2021,650000,680000,5,6/16/2021 0:00
ML81848877,El Dorado,18,2021,1398000,1425000,8,6/22/2021 0:00
ME202003391,Butte,9,2020,195000,182500,19,12/9/2020 0:00
CNSR21129635,Los Angeles,0,2021,800000,805000,9,6/24/2021 0:00
CRCV21127063,Los Angeles,0,2021,599900,635000,14,6/25/2021 0:00
CRPTP2104256,San Diego,7,2021,899900,942000,0,5/5/2021 0:00
CRNDP2107062,San Diego,7,2021,2195000,2450000,41,6/22/2021 0:00
CRNDP2107736,San Diego,7,2021,5800000,5800000,60,7/2/2021 0:00
CREV21139230,San Bernardino,8,2021,360000,360000,0,6/28/2021 0:00
CROC21124864,Orange,1,2021,925000,1010000,9,6/18/2021 0:00
CROC21124558,Orange,1,2021,1399000,1555000,7,6/16/2021 0:00
ML81853000,San Mateo,11,2021,2600000,2600000,0,7/11/2021 0:00
ML81848704,San Mateo,11,2021,2398000,2851000,9,6/22/2021 0:00
BA321049880,Solano,14,2021,400000,440000,9,6/18/2021 0:00
ML81848291,Santa Cruz,26,2021,2595000,2650000,5,6/17/2021 0:00
ML81848372,Santa Clara,6,2021,1500000,1700000,5,6/15/2021 0:00
ME221071438,Stanislaus,16,2021,624900,595000,5,6/24/2021 0:00
ME221067522,Amador,33,2021,315000,325000,4,6/16/2021 0:00
ME221062966,El Dorado,18,2021,659000,659000,14,6/24/2021 0:00
ME221074043,Yolo,24,2021,585000,600000,6,6/30/2021 0:00
ME221065702,Placer,10,2021,525000,540000,5,6/15/2021 0:00
ME221065213,Yuba,21,2021,470000,490000,4,6/14/2021 0:00
TM21-762044,Los Angeles,0,2021,3211000,3211000,0,7/16/2021 0:00
CROC21130000,Orange,1,2021,735000,760000,5,6/20/2021 0:00
CRAR21143931,Los Angeles,0,2021,695000,680000,1,7/2/2021 0:00
CRPTP2104151,San Diego,7,2021,549000,525000,4,6/18/2021 0:00
CRNDP2106190,San Diego,7,2021,879995,935000,20,6/15/2021 0:00
CRIV21123364,San Bernardino,8,2021,685000,700000,8,6/16/2021 0:00
CRTR21157426,Riverside,3,2021,548000,556000,3,6/23/2021 0:00
CROC21120104,Orange,1,2021,1948000,2100000,11,6/20/2021 0:00
CRPW21124941,Orange,1,2021,698000,676000,19,6/28/2021 0:00
CNSR21117955,Ventura,12,2021,839999,890000,10,6/14/2021 0:00
BA321052295,Solano,14,2021,470000,495000,4,6/16/2021 0:00
BE40954232,Alameda,5,2021,1399000,1600000,0,6/14/2021 0:00
BA321053917,Alameda,5,2021,1095000,1450000,11,6/29/2021 0:00
EB40956430,Alameda,5,2021,1150000,1800000,2,7/2/2021 0:00
ML81849297,Santa Clara,6,2021,2099000,2324000,2,6/19/2021 0:00
ME221066316,San Joaquin,15,2021,430000,430000,17,6/28/2021 0:00
ME221065811,Stanislaus,16,2021,1050000,1050000,5,6/16/2021 0:00
ME221077677,Placer,10,2021,745000,745000,4,7/5/2021 0:00
ME221070298,Sacramento,2,2021,610000,680000,10,6/28/2021 0:00
ME221069456,Butte,9,2021,449000,455000,9,6/25/2021 0:00
ME221061481,Sutter,23,2021,330000,361200,2,6/23/2021 0:00
ME202002047,Butte,9,2020,199500,199500,3,7/16/2020 0:00
CRSB21119254,Los Angeles,0,2021,3699000,3575000,13,6/15/2021 0:00
CRPW21138073,Orange,1,2021,799800,837000,5,6/29/2021 0:00
CRSB21125112,Los Angeles,0,2021,1099900,1062900,5,6/15/2021 0:00
CNSR21131386,Los Angeles,0,2021,855000,855000,7,6/24/2021 0:00
TM21-747240,Los Angeles,0,2021,795000,920000,6,6/17/2021 0:00
CRCV21126432,San Bernardino,8,2021,410000,432500,8,6/19/2021 0:00
CRIG21115896,Riverside,3,2021,550000,620000,11,6/15/2021 0:00
CRMB21121439,Riverside,3,2021,399999,455500,17,6/21/2021 0:00
CRIV21133417,Riverside,3,2021,425000,446000,5,6/23/2021 0:00
CRNP21140680,Orange,1,2021,4195000,4195000,1,6/28/2021 0:00
CROC21125489,Orange,1,2021,1690000,1630000,4,6/14/2021 0:00
CROC21124690,Orange,1,2021,1175000,1275000,4,6/14/2021 0:00
CRPW21125057,Orange,1,2021,1375000,1400000,6,6/14/2021 0:00
SF421566446,San Francisco,19,2021,1995000,2400000,0,7/11/2021 0:00
SF421563535,San Francisco,19,2021,7850000,7830000,14,7/9/2021 0:00
SF421559906,San Francisco,19,2021,1950000,2475000,7,6/16/2021 0:00
BE40954507,Alameda,5,2021,2298000,2225000,6,6/22/2021 0:00
SF421564101,Alameda,5,2021,1299000,1739200,12,6/29/2021 0:00
ML81848509,Santa Clara,6,2021,1825000,1825000,10,6/21/2021 0:00
ML81850838,Santa Clara,6,2021,2595000,2800000,3,6/28/2021 0:00
ML81850173,Santa Clara,6,2021,1275000,1400000,6,7/7/2021 0:00
ME221069227,Stanislaus,16,2021,375000,385000,7,6/23/2021 0:00
ME221069859,San Joaquin,15,2021,595000,670000,5,6/23/2021 0:00
ME221066301,Stanislaus,16,2021,550000,600000,1,6/12/2021 0:00
BA321054179,Sonoma,13,2021,4495000,4650000,12,6/29/2021 0:00
BA321050920,Sonoma,13,2021,645000,716000,21,6/30/2021 0:00
ME221066475,Placer,10,2021,824900,850000,6,6/17/2021 0:00
ME221063282,Sacramento,2,2021,435000,450000,5,6/22/2021 0:00
CRPW21123830,Los Angeles,0,2021,700000,700000,2,6/10/2021 0:00
CRPW21153731,Los Angeles,0,2021,760000,760000,0,7/14/2021 0:00
CREV21122989,Riverside,3,2021,355000,368000,5,6/14/2021 0:00
CRSW21123130,Riverside,3,2021,419000,428800,8,6/15/2021 0:00
CRSW21138380,Riverside,3,2021,1599000,1808000,10,7/5/2021 0:00
ML81850671,San Mateo,11,2021,1198000,1560000,6,6/30/2021 0:00
SF421565904,San Mateo,11,2021,1595000,1720000,14,6/15/2021 0:00
ML81848353,Santa Clara,6,2021,1250000,1175000,21,7/1/2021 0:00
ME221070110,San Joaquin,15,2021,465000,475000,7,6/24/2021 0:00
ME221066234,Sacramento,2,2021,829990,873000,5,6/16/2021 0:00
ME221071613,Placer,10,2021,649900,680000,4,6/22/2021 0:00
ME221065429,El Dorado,18,2021,412500,436500,7,6/17/2021 0:00
BA321053547,Solano,14,2021,580000,595000,6,6/22/2021 0:00
BA321055913,Solano,14,2021,480000,513000,19,7/8/2021 0:00
ME221066899,Sacramento,2,2021,480305,480305,7,6/18/2021 0:00
ME221068905,Sacramento,2,2021,569900,630000,7,6/22/2021 0:00
ME201903735,Butte,9,2020,249900,249900,139,3/10/2020 0:00
ME201900532,Butte,9,2019,315000,315000,49,4/1/2019 0:00
ME221067427,Sutter,23,2021,240000,250000,4,6/15/2021 0:00
ME221069677,Sutter,23,2021,595000,604000,4,6/20/2021 0:00
CRSB21125627,Los Angeles,0,2021,1289000,1336500,6,6/16/2021 0:00
TM21-753980,Los Angeles,0,2021,8995000,9100000,17,7/15/2021 0:00
CRP0-819002559,Los Angeles,0,2019,619000,671000,11,6/14/2019 0:00
CRCV21124510,San Bernardino,8,2021,580000,626600,5,6/16/2021 0:00
CRNDP2106671,San Diego,7,2021,815000,880000,11,6/13/2021 0:00
CRIV21125497,Riverside,3,2021,534000,550000,4,6/14/2021 0:00
CRSW21136957,Riverside,3,2021,540000,565000,10,6/29/2021 0:00
CROC21121869,Orange,1,2021,1149900,1325000,11,6/15/2021 0:00
CRPW21129228,Orange,1,2021,830000,850000,16,6/30/2021 0:00
CNSR21127565,Orange,1,2021,735000,740000,11,6/20/2021 0:00
ML81849513,Monterey,22,2021,699000,735000,7,6/24/2021 0:00
BE40953631,Solano,14,2021,899000,988000,20,6/30/2021 0:00
EB40954504,Contra Costa,4,2021,995000,1262000,13,6/29/2021 0:00
BA321051185,Solano,14,2021,567000,608980,25,7/5/2021 0:00
BE40954045,Alameda,5,2021,750000,830000,6,6/17/2021 0:00
BA321053155,Napa,25,2021,949000,950000,5,7/11/2021 0:00
BE40955476,Alameda,5,2021,3595680,3607500,8,7/2/2021 0:00
BA321067207,Solano,14,2021,900000,955000,0,7/7/2021 0:00
EB40956551,Alameda,5,2021,998000,1330000,10,7/9/2021 0:00
ML81848905,Santa Clara,6,2021,1149000,1200000,3,6/18/2021 0:00
ML81848928,Santa Clara,6,2021,1168000,1300000,8,6/23/2021 0:00
ME221057785,El Dorado,18,2021,499900,533300,10,6/18/2021 0:00
ME221064074,Sacramento,2,2021,575000,585000,6,6/30/2021 0:00
ME221064955,El Dorado,18,2021,474900,515000,4,6/14/2021 0:00
ME221065326,Sacramento,2,2021,543000,585000,11,6/21/2021 0:00
ME221070316,Sacramento,2,2021,775000,850000,7,6/24/2021 0:00
ME221072621,Yuba,21,2021,365000,425000,4,6/28/2021 0:00
CRPW21130367,Orange,1,2021,1100000,1100000,0,6/15/2021 0:00
CRCV21127476,Los Angeles,0,2021,815000,878000,2,6/14/2021 0:00
CRDW21130451,Los Angeles,0,2021,749000,871234,10,6/24/2021 0:00
CRPTP2104047,San Diego,7,2021,630000,625000,7,6/14/2021 0:00
CREV21126818,San Bernardino,8,2021,550000,560000,5,6/15/2021 0:00
CRSW21127949,Riverside,3,2021,575000,600000,11,6/23/2021 0:00
CRV0-219012640,Ventura,12,2019,574900,565000,74,12/27/2019 0:00
BA321063006,Solano,14,2021,435000,435000,0,7/8/2021 0:00
BA321062915,Sonoma,13,2021,550000,550000,0,7/8/2021 0:00
BA321056026,Marin,17,2021,2295000,2700000,3,6/25/2021 0:00
ML81848001,Santa Clara,6,2021,1477888,1515000,5,6/14/2021 0:00
ME221065174,San Joaquin,15,2021,549000,595000,4,6/13/2021 0:00
CRMC21127538,Merced,27,2021,249000,256000,9,6/21/2021 0:00
ME221066077,Stanislaus,16,2021,350000,370000,3,6/14/2021 0:00
BA321054766,Sonoma,13,2021,1099000,1050000,12,6/29/2021 0:00
ME221067717,Sacramento,2,2021,650000,650000,4,6/17/2021 0:00
ME221068469,Placer,10,2021,699990,700000,2,6/18/2021 0:00
ME221067910,El Dorado,18,2021,670000,705000,4,6/22/2021 0:00
ME202003034,Shasta,30,2021,634900,625000,109,1/25/2021 0:00
CRSB21127785,Los Angeles,0,2021,3100000,3100000,11,7/1/2021 0:00
CRIV21131123,San Bernardino,8,2021,845000,950000,5,6/22/2021 0:00
CRCV21148717,San Bernardino,8,2021,371000,371000,0,7/8/2021 0:00
CRAR21117906,San Bernardino,8,2021,718000,785000,9,6/16/2021 0:00
CRSW21126567,Riverside,3,2021,499900,497000,16,6/26/2021 0:00
CROC21126786,Riverside,3,2021,650000,660000,6,6/17/2021 0:00
CRLG21127861,Orange,1,2021,1175900,1280000,6,6/18/2021 0:00
CRPI21128084,San Luis Obispo,20,2021,649000,679000,3,6/16/2021 0:00
BE40957079,San Mateo,11,2021,1988888,2888000,0,7/2/2021 0:00
CC40954171,Contra Costa,4,2021,850000,915000,7,6/23/2021 0:00
BA321054159,Marin,17,2021,2250000,2400000,17,7/10/2021 0:00
ME221076189,Stanislaus,16,2021,374950,405000,9,7/7/2021 0:00
ME221067487,Stanislaus,16,2021,417500,455000,4,6/25/2021 0:00
ME221068216,Sacramento,2,2021,645000,735000,5,6/21/2021 0:00
ME221068339,Placer,10,2021,580000,611000,7,6/22/2021 0:00
ME221058891,Sacramento,2,2021,439900,452008,4,6/21/2021 0:00
ME202100020,Butte,9,2021,365000,365000,6,1/14/2021 0:00
ME202002343,Shasta,30,2020,259000,270000,1,8/7/2020 0:00
TM21-716182,Los Angeles,0,2021,1550000,1585000,0,6/10/2021 0:00
CNSR21138176,Los Angeles,0,2021,1450000,1425000,0,6/22/2021 0:00
CRNDP2106763,San Diego,7,2021,779000,850000,5,6/16/2021 0:00
CREV21124734,San Bernardino,8,2021,525000,590000,12,6/21/2021 0:00
CRSW21125842,Riverside,3,2021,545000,540000,5,6/15/2021 0:00
CROC21137286,Orange,1,2021,1500000,1746000,6,7/1/2021 0:00
CROC21100191,Orange,1,2021,819000,860000,10,6/16/2021 0:00
CROC21158952,Orange,1,2021,2650000,2650000,1,7/20/2021 0:00
CRPW21127880,Orange,1,2021,729000,760000,10,6/20/2021 0:00
ML81847992,San Mateo,11,2021,4195000,4125000,13,6/22/2021 0:00
EB40953734,Contra Costa,4,2021,649950,703000,6,6/16/2021 0:00
ME201902304,Napa,25,2019,650000,640000,37,8/9/2019 0:00
BE40957183,Alameda,5,2021,150000,150000,0,7/3/2021 0:00
ML81848118,Santa Cruz,26,2021,1950000,2140000,3,6/14/2021 0:00
ME221051060,Yolo,24,2021,575000,600000,7,6/22/2021 0:00
ME221072140,Nevada,28,2021,299000,305000,4,6/26/2021 0:00
TM21-745464,Los Angeles,0,2021,15868000,15350000,4,6/18/2021 0:00
TM21-751026,Los Angeles,0,2021,1425000,1435000,0,6/22/2021 0:00
CRSB21124097,Los Angeles,0,2021,2200000,2180000,4,6/12/2021 0:00
CRPW21119008,Los Angeles,0,2021,629000,705000,22,6/18/2021 0:00
CRNDP2106666,San Diego,7,2021,1490000,1750000,36,6/18/2021 0:00
CRNDP2106079,San Diego,7,2021,2795000,2811250,17,6/15/2021 0:00
CRCV21130737,Riverside,3,2021,325000,330000,15,7/1/2021 0:00
CRIV21132042,Riverside,3,2021,479900,495000,5,6/23/2021 0:00
CNSR21128850,Riverside,3,2021,440000,480000,7,6/21/2021 0:00
CROC21099901,Orange,1,2021,979900,1040000,29,6/26/2021 0:00
CRPW21134253,Orange,1,2021,530000,530000,3,6/23/2021 0:00
CRSW21127966,Riverside,3,2021,750000,785000,6,6/19/2021 0:00
CNSR21130076,Ventura,12,2021,674900,715000,8,6/24/2021 0:00
CRPI21122754,Santa Barbara,29,2021,599000,630000,16,6/22/2021 0:00
CC40954380,Contra Costa,4,2021,600000,636000,7,6/22/2021 0:00
CC40953552,Contra Costa,4,2021,615000,685000,5,6/16/2021 0:00
EB40953862,Contra Costa,4,2021,670000,745000,7,6/22/2021 0:00
BE40954727,Contra Costa,4,2021,1349000,1550000,5,6/22/2021 0:00
BA321053009,Marin,17,2021,739000,818000,19,7/1/2021 0:00
ML81848497,Santa Clara,6,2021,1750000,1750000,0,6/11/2021 0:00
BA321057562,Mendocino,35,2021,750000,795000,4,6/29/2021 0:00
BA321050630,Mendocino,35,2021,492500,515000,22,7/3/2021 0:00
ME221060107,Sacramento,2,2021,599000,650000,3,6/15/2021 0:00
ME221071316,El Dorado,18,2021,649900,730000,4,6/22/2021 0:00
ME221068365,Nevada,28,2021,565000,565000,1,6/22/2021 0:00
ME221073243,Sutter,23,2021,389750,405000,1,6/24/2021 0:00
CRSB21148112,Los Angeles,0,2021,3550000,3550000,0,7/5/2021 0:00
CRP0-820000989,Los Angeles,0,2020,979000,950000,37,4/16/2020 0:00
CRP1-5573,Los Angeles,0,2021,2750000,2750000,1,7/5/2021 0:00
CNSR21142670,Los Angeles,0,2021,2999000,3240000,11,7/12/2021 0:00
CRPW21131218,Los Angeles,0,2021,945000,1113000,7,6/23/2021 0:00
CREV21125535,San Bernardino,8,2021,799000,799000,5,6/15/2021 0:00
CC40954121,Contra Costa,4,2021,599946,610000,14,6/26/2021 0:00
EB40955400,Alameda,5,2021,1495000,1600000,18,7/9/2021 0:00
ME221065650,Placer,10,2021,1099000,1099000,17,6/27/2021 0:00
BA321066366,Solano,14,2021,385000,385000,48,6/17/2021 0:00
ME221069216,Sacramento,2,2021,1050000,1050000,4,6/22/2021 0:00
ME221067486,Sacramento,2,2021,605000,638000,5,6/16/2021 0:00
ME202001646,Butte,9,2020,499999,490000,77,8/19/2020 0:00
ME201902511,Yuba,21,2019,260000,240000,52,9/8/2019 0:00
CRSB21116153,Los Angeles,0,2021,710000,800000,5,6/14/2021 0:00
CNSR21122507,Los Angeles,0,2021,1329000,1410000,6,6/16/2021 0:00
CNSR21138307,Los Angeles,0,2021,1400000,1411000,0,6/25/2021 0:00
CRAR21125172,Los Angeles,0,2021,899000,950000,9,6/19/2021 0:00
CRCV21123167,San Bernardino,8,2021,809000,895000,10,6/17/2021 0:00
CRAR21129019,Riverside,3,2021,835000,857000,2,6/16/2021 0:00
CRSW21135390,Riverside,3,2021,814900,832000,5,6/28/2021 0:00
CROC21117168,Orange,1,2021,1350000,1457000,53,6/21/2021 0:00
CROC21129871,Orange,1,2021,1600000,1540000,20,6/22/2021 0:00
CRV0-218013876,Ventura,12,2019,440000,445000,94,2/8/2019 0:00
ML81848208,Santa Clara,6,2021,4498000,5350000,7,7/1/2021 0:00
ML81853001,San Mateo,11,2021,2367125,2367125,0,7/11/2021 0:00
ML81849320,San Mateo,11,2021,898000,1060000,7,6/24/2021 0:00
BA321047874,Solano,14,2021,550000,525000,1,7/1/2021 0:00
BE40955524,Alameda,5,2021,1199888,1600000,2,6/24/2021 0:00
CC40953576,Alameda,5,2021,999950,1000000,13,6/22/2021 0:00
EB40953840,Alameda,5,2021,739000,955000,11,6/22/2021 0:00
BE40955012,Alameda,5,2021,1995000,2710000,11,6/29/2021 0:00
ME221066466,Stanislaus,16,2021,299900,330000,7,6/18/2021 0:00
CRSN21104555,Butte,9,2021,429000,425000,14,5/28/2021 0:00
TM21-721594,Los Angeles,0,2021,1699000,1600000,0,6/23/2021 0:00
TM21-747594,Los Angeles,0,2021,1549000,1657500,70,6/22/2021 0:00
CRDW21139087,Los Angeles,0,2021,430000,585000,7,7/1/2021 0:00
CRPW21125948,Los Angeles,0,2021,870000,835000,11,6/21/2021 0:00
CRP1-5328,Los Angeles,0,2021,469000,480000,1,6/22/2021 0:00
CREV21130449,San Bernardino,8,2021,499000,510000,6,6/22/2021 0:00
CREV21128222,San Bernardino,8,2021,175000,175000,0,6/13/2021 0:00
CROC21131580,Orange,1,2021,894900,900000,4,6/21/2021 0:00
CROC21123840,Orange,1,2021,799000,945000,5,6/13/2021 0:00
CRV0-219002961,Ventura,12,2019,1274900,1205000,151,8/13/2019 0:00
CRV0-219013177,Ventura,12,2019,599000,641000,17,11/15/2019 0:00
CRSC21144014,San Luis Obispo,20,2021,792000,792000,365,3/30/2021 0:00
ML81849869,San Mateo,11,2021,1988000,2300000,9,6/30/2021 0:00
BA321049798,Solano,14,2021,695000,695000,5,6/15/2021 0:00
CC40954580,Alameda,5,2021,800000,800000,0,6/16/2021 0:00
BA321059391,Marin,17,2021,1500000,1400000,0,6/11/2021 0:00
BA321059239,Marin,17,2021,1720000,1720000,0,6/28/2021 0:00
BA321051747,Mendocino,35,2021,275000,265000,47,5/12/2021 0:00
ME221070575,Sacramento,2,2021,395000,445000,5,6/22/2021 0:00
ME221066896,Sacramento,2,2021,460000,495000,10,6/21/2021 0:00
ME221069419,Sacramento,2,2021,535000,570000,7,6/24/2021 0:00
ME201904161,Butte,9,2020,130000,120000,187,6/19/2020 0:00
CRSN21123224,Butte,9,2021,519000,519000,4,6/12/2021 0:00
TM21-753428,Los Angeles,0,2021,800000,800000,1,6/25/2021 0:00
TM21-751110,Los Angeles,0,2021,967969,967969,0,6/11/2021 0:00
CRPV21130936,Los Angeles,0,2021,1135000,1265000,6,6/23/2021 0:00
CRSW21132377,Los Angeles,0,2021,599000,649000,3,6/21/2021 0:00
CNSR21127291,Los Angeles,0,2021,739000,769020,3,6/14/2021 0:00
CRSW21124253,Riverside,3,2021,439900,476000,24,6/24/2021 0:00
CROC21128823,Orange,1,2021,4575000,4575000,0,6/14/2021 0:00
CRPW21137088,Orange,1,2021,799999,800000,16,7/2/2021 0:00
CRPW21116778,Orange,1,2021,948000,1023000,16,6/16/2021 0:00
CRPW21154758,Orange,1,2021,850000,840000,39,6/14/2021 0:00
CRIV21120445,Riverside,3,2021,579900,634500,13,6/15/2021 0:00
ML81849500,San Mateo,11,2021,1089000,1380000,12,6/29/2021 0:00
CC40953653,Contra Costa,4,2021,2100000,2625000,1,6/11/2021 0:00
ML81849834,Santa Clara,6,2021,1845000,1943173,0,6/19/2021 0:00
ML81848041,Santa Clara,6,2021,1400000,1580000,6,6/15/2021 0:00
ME221071290,San Joaquin,15,2021,575000,590000,3,6/25/2021 0:00
CRMC21123307,Merced,27,2021,335000,380000,3,6/12/2021 0:00
CRMC21127109,Stanislaus,16,2021,345000,355000,6,6/21/2021 0:00
ME221068386,San Joaquin,15,2021,1299899,1410000,3,6/17/2021 0:00
ME221066916,Sacramento,2,2021,419000,430000,2,6/18/2021 0:00
ME221069421,Placer,10,2021,740000,775000,4,6/22/2021 0:00
ME221064622,El Dorado,18,2021,599000,605000,11,6/22/2021 0:00
CRDW21123767,Los Angeles,0,2021,559900,560000,5,6/16/2021 0:00
CRP1-5176,Los Angeles,0,2021,1390000,1680000,10,6/21/2021 0:00
TM21-746876,Los Angeles,0,2021,2395000,2377777,1,4/8/2021 0:00
CRSW21121497,San Diego,7,2021,870000,929000,14,6/18/2021 0:00
CRPTP2104269,San Diego,7,2021,850000,915000,3,6/21/2021 0:00
CRCV21078480,San Bernardino,8,2021,559000,660000,5,6/17/2021 0:00
CRIG21126218,Riverside,3,2021,430000,467500,72,6/14/2021 0:00
CRSW21127764,Riverside,3,2021,399995,450000,5,6/22/2021 0:00
ME221070150,Alameda,5,2021,1499900,1440563,12,6/29/2021 0:00
EB40954528,Alameda,5,2021,1095000,1300000,12,6/28/2021 0:00
BA321059104,Marin,17,2021,9500000,9500000,1,4/18/2021 0:00
ML81848191,Santa Clara,6,2021,1398000,1722000,5,6/15/2021 0:00
ME221065475,San Joaquin,15,2021,1200000,1266000,7,6/16/2021 0:00
ME221069505,Placer,10,2021,399000,454000,5,6/21/2021 0:00
ME221072775,Sacramento,2,2021,439000,475000,4,6/26/2021 0:00
ME221065412,Sacramento,2,2021,938000,1100000,4,6/14/2021 0:00
CC40953850,Sacramento,2,2021,434900,443000,3,6/14/2021 0:00
ME202101218,Yuba,21,2021,359748,372500,0,5/20/2021 0:00
CRCV21129779,Los Angeles,0,2021,375000,450000,8,6/21/2021 0:00
CRDW21123778,Riverside,3,2021,497000,497000,20,6/14/2021 0:00
CRPW21132203,Orange,1,2021,509000,552000,11,6/28/2021 0:00
ML81849643,San Mateo,11,2021,1488000,1672200,8,6/26/2021 0:00
CC40955187,Contra Costa,4,2021,550000,605000,1,6/19/2021 0:00
BA321054683,Napa,25,2021,1500000,1500000,13,4/6/2021 0:00
CC40958524,Contra Costa,4,2021,1000000,1125000,0,7/13/2021 0:00
ML81848306,Santa Clara,6,2021,1149000,1289700,6,6/16/2021 0:00
ME221040113,San Joaquin,15,2021,399000,405000,6,6/19/2021 0:00
ME221070490,San Joaquin,15,2021,435000,455000,4,6/21/2021 0:00
ME221067819,San Joaquin,15,2021,659900,700000,6,6/30/2021 0:00
ME221065806,Placer,10,2021,675000,685000,11,6/21/2021 0:00
ME221064640,Yolo,24,2021,499900,550000,5,6/19/2021 0:00
ME202001916,Colusa,36,2020,288808,300000,0,6/27/2020 0:00
CNSR21125161,Los Angeles,0,2021,749995,785000,0,6/10/2021 0:00
CNSR21126911,Los Angeles,0,2021,825000,865000,9,6/23/2021 0:00
CREV21122215,Riverside,3,2021,339000,351000,6,6/15/2021 0:00
CRSW21127363,Riverside,3,2021,549900,560000,13,6/28/2021 0:00
CRSW21129201,Riverside,3,2021,660000,720000,3,6/17/2021 0:00
CROC21117746,Orange,1,2021,949000,1060000,19,6/18/2021 0:00
CROC21122957,Orange,1,2021,1699999,1790000,24,6/30/2021 0:00
CROC21122362,Orange,1,2021,799000,845000,9,6/19/2021 0:00
CRV0-220003246,Ventura,12,2020,540000,540000,68,5/29/2020 0:00
ML81849637,San Mateo,11,2021,1299000,1521000,7,6/25/2021 0:00
BE40953464,Alameda,5,2021,925000,995000,6,6/21/2021 0:00
BA321053128,Solano,14,2021,599000,662000,8,6/24/2021 0:00
EB40953615,Alameda,5,2021,965000,1330000,8,6/18/2021 0:00
EB40954514,Alameda,5,2021,1462000,1462000,0,6/16/2021 0:00
BA321048117,Marin,17,2021,899000,950000,28,7/12/2021 0:00
ME221069508,San Joaquin,15,2021,649950,710000,4,6/21/2021 0:00
ME221066389,Placer,10,2021,525000,555000,2,6/13/2021 0:00
ME221063916,Placer,10,2021,649900,690000,4,6/14/2021 0:00
BA321050297,Solano,14,2021,525000,520000,7,6/16/2021 0:00
ME221069417,Sacramento,2,2021,900000,950000,4,7/6/2021 0:00
ME221067039,Sacramento,2,2021,479000,500000,7,6/18/2021 0:00
TM21-749056,Los Angeles,0,2021,950000,950000,1,5/5/2021 0:00
CRNDP2107856,San Diego,7,2021,875000,900000,5,7/12/2021 0:00
CRPW21120732,Orange,1,2021,1698000,1751000,11,6/15/2021 0:00
CRPW21115350,Orange,1,2021,879880,895000,5,7/12/2021 0:00
CRPW21125321,Orange,1,2021,769000,855000,9,6/18/2021 0:00
CRV1-6451,Ventura,12,2021,799000,875000,6,6/21/2021 0:00
CRNS21126586,San Luis Obispo,20,2021,679000,639000,12,6/23/2021 0:00
CNSR21130807,Los Angeles,0,2021,230000,230000,2,6/16/2021 0:00
ML81853647,Santa Clara,6,2021,2999999,3075000,0,7/15/2021 0:00
ML81849321,Alameda,5,2021,850000,1000000,6,6/23/2021 0:00
BA321053062,Napa,25,2021,639000,655000,17,7/2/2021 0:00
CC40955109,Contra Costa,4,2021,1799000,2160000,5,6/23/2021 0:00
BA321054128,Solano,14,2021,746000,757000,29,7/15/2021 0:00
ME221076099,San Joaquin,15,2021,745000,760000,7,7/8/2021 0:00
BA321054071,Solano,14,2021,399000,425000,30,7/16/2021 0:00
ME602188,Yuba,21,2021,424900,424900,5,5/19/2021 0:00
TM21-753640,Los Angeles,0,2021,1800000,1800000,1,6/23/2021 0:00
TM21-759106,Los Angeles,0,2021,2875000,2875000,0,7/9/2021 0:00
CRP1-5418,Los Angeles,0,2021,1030000,1320905,8,7/3/2021 0:00
CRIG21093454,San Bernardino,8,2021,410000,385000,23,5/24/2021 0:00
CRPW21129462,Riverside,3,2021,499000,525000,8,6/23/2021 0:00
CROC21137467,Orange,1,2021,1185000,1850000,0,6/24/2021 0:00
CROC21102770,Orange,1,2021,1550000,1650000,33,6/13/2021 0:00
CRPW21122750,Orange,1,2021,889000,915000,5,6/15/2021 0:00
CRNP21151856,Orange,1,2021,1215000,1215000,0,7/12/2021 0:00
CRPW21121172,Orange,1,2021,698000,845000,28,6/30/2021 0:00
CNSR21126634,Los Angeles,0,2021,399990,410000,7,6/18/2021 0:00
SF421562003,San Mateo,11,2021,1299000,1450000,23,7/4/2021 0:00
ML81848242,Santa Clara,6,2021,4498000,5225000,6,6/16/2021 0:00
ML81849593,San Mateo,11,2021,2198000,2500000,7,6/25/2021 0:00
ML81851511,San Mateo,11,2021,1675000,1700000,0,6/30/2021 0:00
BE40955155,Alameda,5,2021,1049000,1065000,6,6/24/2021 0:00
BA321042709,Solano,14,2021,339000,355000,10,6/29/2021 0:00
ML81849193,Santa Clara,6,2021,1298000,1525000,3,6/19/2021 0:00
CNSR21138942,Mendocino,35,2021,1350000,1350000,14,7/8/2021 0:00
ME202003536,Placer,10,2020,581000,581000,0,12/11/2020 0:00
