MLS Number,county,County_Index,Year_Sale,List Price,Sale Price,DOM,Sale Date
CNSR21136215,Los Angeles,0,2021,675000,747000,8,6/30/2021 0:00
CNSR21127330,Los Angeles,0,2021,924000,1050000,2,6/13/2021 0:00
CRNDP2107817,San Diego,7,2021,799000,850000,30,7/7/2021 0:00
CRSW21121862,San Diego,7,2021,1250000,1515000,5,6/14/2021 0:00
CRNDP2106962,San Diego,7,2021,2550000,2550000,0,6/16/2021 0:00
CRNDP2107183,San Diego,7,2021,740000,775000,9,6/30/2021 0:00
CRSW21112928,Riverside,3,2021,585000,680000,32,6/21/2021 0:00
CRIV21135841,Riverside,3,2021,460000,492000,6,6/28/2021 0:00
CRSC21134597,San Luis Obispo,20,2021,820000,870000,3,6/27/2021 0:00
CRSC21125915,San Luis Obispo,20,2021,1299000,1325000,4,6/14/2021 0:00
CRFR21133832,Fresno,31,2021,330000,335000,8,6/5/2021 0:00
SF421561299,San Mateo,11,2021,1095000,1200000,9,6/18/2021 0:00
ML81849367,San Mateo,11,2021,3250000,3723000,4,6/21/2021 0:00
BA321065258,Contra Costa,4,2021,920000,910000,0,6/17/2021 0:00
BA321056641,Napa,25,2021,1495000,1547146,12,7/6/2021 0:00
ML81849404,Santa Clara,6,2021,1748000,1930000,3,6/20/2021 0:00
ME221068243,San Joaquin,15,2021,275000,345000,3,6/18/2021 0:00
ME202002380,Stanislaus,16,2020,580000,560000,33,9/11/2020 0:00
ME202002625,Lake,37,2020,389000,365000,56,10/27/2020 0:00
ME221068707,Sacramento,2,2021,420000,475000,12,6/28/2021 0:00
ME221065228,Placer,10,2021,425000,435000,2,6/12/2021 0:00
ME221063292,Sacramento,2,2021,685000,708000,10,6/20/2021 0:00
ME221069804,Sacramento,2,2021,399000,422000,6,6/22/2021 0:00
TM21-747102,Los Angeles,0,2021,1549000,1760000,8,6/23/2021 0:00
CRCV21116653,Orange,1,2021,925000,1162000,24,6/24/2021 0:00
CRNDP2107073,San Diego,7,2021,869000,884000,4,6/22/2021 0:00
CRPW21128662,San Bernardino,8,2021,365000,425000,7,6/21/2021 0:00
CNSR21125505,Ventura,12,2021,855000,905000,9,6/23/2021 0:00
ML81848944,Monterey,22,2021,549950,575000,4,6/19/2021 0:00
ML81848236,Santa Clara,6,2021,4995000,6002000,8,6/18/2021 0:00
SF421564232,San Francisco,19,2021,3195000,3614000,10,6/28/2021 0:00
CC40954037,Contra Costa,4,2021,769900,777000,11,6/22/2021 0:00
EB40955797,Alameda,5,2021,589000,625000,0,7/1/2021 0:00
BA321067594,Marin,17,2021,3350000,4300000,0,7/20/2021 0:00
ML81848554,Santa Clara,6,2021,1599000,1820000,10,6/21/2021 0:00
ML81848640,Santa Clara,6,2021,1298000,1420000,8,6/24/2021 0:00
ME221070018,Sacramento,2,2021,559000,638000,3,6/21/2021 0:00
ME221065079,Sacramento,2,2021,639900,645000,12,6/21/2021 0:00
ME221063224,Placer,10,2021,995000,1050000,5,6/14/2021 0:00
ME221069652,Sacramento,2,2021,535000,575000,6,6/22/2021 0:00
ME201803424,Butte,9,2019,249900,234000,114,1/27/2019 0:00
CRSN21078277,Butte,9,2021,629000,720000,9,6/18/2021 0:00
ME202000128,Butte,9,2020,335000,335000,218,8/19/2020 0:00
ME202101046,Butte,9,2021,385000,400000,6,5/4/2021 0:00
ME221066583,Butte,9,2021,150000,150000,1,6/12/2021 0:00
ME201902830,Yuba,21,2019,399000,415000,5,8/19/2019 0:00
TM21-748782,Los Angeles,0,2021,999900,1030000,5,6/18/2021 0:00
CNSR21134259,Los Angeles,0,2021,3200000,3400000,0,6/21/2021 0:00
CRPW21139263,Los Angeles,0,2021,425000,405000,37,7/21/2021 0:00
CNSR21125389,Los Angeles,0,2021,1925000,1915000,6,6/15/2021 0:00
CNSR21123981,Los Angeles,0,2021,1250000,1315000,2,6/16/2021 0:00
CRV0-219000593,Los Angeles,0,2019,1155000,1120000,88,4/14/2019 0:00
CRPS21134679,San Bernardino,8,2021,850500,850500,0,5/10/2021 0:00
CRTR21138738,San Bernardino,8,2021,185000,185000,0,6/25/2021 0:00
CROC21122466,Riverside,3,2021,445000,440000,19,6/24/2021 0:00
CROC21142956,Orange,1,2021,1050000,1252000,6,7/7/2021 0:00
CRPW21130705,Orange,1,2021,875000,980000,6,6/22/2021 0:00
CRNP21132394,Orange,1,2021,2125000,2150000,9,6/9/2021 0:00
CROC21125892,Orange,1,2021,875900,957000,3,6/13/2021 0:00
CRRS21138954,Orange,1,2021,849900,875000,3,6/28/2021 0:00
CRWS21126961,Riverside,3,2021,799900,835000,12,6/23/2021 0:00
ML81849123,Santa Clara,6,2021,1999999,2150000,8,6/24/2021 0:00
CC40954631,Contra Costa,4,2021,1950000,2050000,4,6/22/2021 0:00
BA321053116,Napa,25,2021,1310000,1350000,11,6/26/2021 0:00
ML81847995,Santa Clara,6,2021,1049000,1180000,3,6/12/2021 0:00
ME221068710,San Joaquin,15,2021,419999,476000,9,6/24/2021 0:00
ME221069190,Stanislaus,16,2021,350000,360000,5,6/21/2021 0:00
ME221065244,Sacramento,2,2021,539000,570000,7,6/16/2021 0:00
ME221052990,Sacramento,2,2021,449900,485000,4,6/29/2021 0:00
ME221060663,Sacramento,2,2021,658990,692000,9,6/24/2021 0:00
ME202003104,Butte,9,2021,236000,236000,155,4/15/2021 0:00
ME201901215,Butte,9,2019,289000,289000,19,5/6/2019 0:00
CROR21056739,Butte,9,2021,305000,315000,3,6/13/2021 0:00
CRSB21152540,Los Angeles,0,2021,1995000,1995000,0,6/28/2021 0:00
TM21-747956,Los Angeles,0,2021,2395000,2405000,7,6/18/2021 0:00
CRP1-5182,Los Angeles,0,2021,1990000,2420000,25,7/6/2021 0:00
CROC21126800,Orange,1,2021,725000,739000,4,6/15/2021 0:00
CROC21132383,Orange,1,2021,679900,695000,4,6/21/2021 0:00
CRSC21126098,Kern,39,2021,349900,365000,7,6/17/2021 0:00
ML81848594,San Mateo,11,2021,1199000,1300000,7,6/18/2021 0:00
CC40954736,Contra Costa,4,2021,2658000,2825000,0,7/1/2021 0:00
BE40955806,Alameda,5,2021,818000,838000,10,7/3/2021 0:00
EB40954850,Alameda,5,2021,965000,1230000,7,6/24/2021 0:00
ML81848356,Santa Clara,6,2021,715000,741900,6,6/16/2021 0:00
ME221065792,San Joaquin,15,2021,999999,1100007,5,6/15/2021 0:00
ME221071667,Stanislaus,16,2021,299900,335000,3,6/22/2021 0:00
ME221064999,Sacramento,2,2021,1190000,1251000,6,6/15/2021 0:00
ME221064665,Placer,10,2021,650000,737500,5,6/16/2021 0:00
ME221068784,Sacramento,2,2021,499990,551885,4,6/21/2021 0:00
ME221073205,Sacramento,2,2021,625000,672000,4,6/27/2021 0:00
ME201903370,Butte,9,2019,378000,372500,38,11/10/2019 0:00
CRPF21115248,Los Angeles,0,2021,969000,969000,3,5/31/2021 0:00
TM21-752240,Los Angeles,0,2021,2535000,2535000,0,7/9/2021 0:00
CNSR21128802,Los Angeles,0,2021,699000,740000,0,6/14/2021 0:00
CRTR21136488,Los Angeles,0,2021,770000,770000,0,6/23/2021 0:00
CRNDP2107387,San Diego,7,2021,585000,645000,5,6/30/2021 0:00
CRSW21118777,Riverside,3,2021,635000,650000,14,6/9/2021 0:00
CRNDP2107042,Riverside,3,2021,575000,575000,9,6/25/2021 0:00
CRSW21137456,Riverside,3,2021,579999,600000,4,6/27/2021 0:00
CROC21131678,Orange,1,2021,4500000,4400000,0,6/24/2021 0:00
CROC21132881,Orange,1,2021,999000,1000000,22,5/18/2021 0:00
CRSC21128836,Kings,42,2021,235000,235000,11,6/18/2021 0:00
CRRS21127411,Kern,39,2021,218900,225000,5,6/17/2021 0:00
CRPI21125726,San Luis Obispo,20,2021,829000,887500,4,6/15/2021 0:00
BE40953723,Contra Costa,4,2021,1925000,1878000,12,6/22/2021 0:00
BA321067456,Solano,14,2021,499000,505000,25,5/3/2021 0:00
BA321045593,Marin,17,2021,1750000,2200000,4,6/16/2021 0:00
ME221070385,Sacramento,2,2021,599900,610000,5,6/22/2021 0:00
ME221077331,Sacramento,2,2021,420000,430000,4,7/5/2021 0:00
ME221062976,Sacramento,2,2021,495000,526000,7,6/23/2021 0:00
CRSB21112937,Los Angeles,0,2021,1985000,2250000,45,7/8/2021 0:00
CRSB21122311,Los Angeles,0,2021,899000,1000000,36,6/15/2021 0:00
CRPTP2104104,San Diego,7,2021,595000,640000,5,6/16/2021 0:00
CRIV21121754,Riverside,3,2021,493000,527000,11,6/14/2021 0:00
CROC21104165,Orange,1,2021,1399000,1360000,19,6/2/2021 0:00
CROC21132027,Orange,1,2021,1495000,1525000,2,6/18/2021 0:00
CRNP21139948,Orange,1,2021,638800,650000,4,7/1/2021 0:00
ML81852338,Monterey,22,2021,845000,845000,0,7/7/2021 0:00
SF421561368,San Francisco,19,2021,1900000,1900000,1,6/12/2021 0:00
BE40954135,Contra Costa,4,2021,1350000,1450000,8,6/20/2021 0:00
ML81848267,Santa Clara,6,2021,1649000,1900000,6,6/16/2021 0:00
ML81849598,Santa Clara,6,2021,1379000,1655000,5,6/23/2021 0:00
ME221068646,El Dorado,18,2021,429900,451000,5,6/20/2021 0:00
ME221062911,Sacramento,2,2021,599900,605000,5,6/15/2021 0:00
ME221068599,Yuba,21,2021,285000,300000,5,6/22/2021 0:00
ME201903782,Butte,9,2020,719900,690000,64,1/4/2020 0:00
TM21-745644,Los Angeles,0,2021,1729000,1800000,11,6/21/2021 0:00
CRSB21132642,Los Angeles,0,2021,8700000,8700000,0,6/17/2021 0:00
TM21-746884,Los Angeles,0,2021,2600000,2850000,10,6/21/2021 0:00
CNSR21130816,Los Angeles,0,2021,939000,1050000,6,6/22/2021 0:00
CRPW21123872,Los Angeles,0,2021,1400000,1400000,5,6/10/2021 0:00
CNSR21125115,Los Angeles,0,2021,500000,550000,17,6/22/2021 0:00
CROC21119880,San Diego,7,2021,560000,563000,18,6/21/2021 0:00
CRSW21128715,Riverside,3,2021,199900,218000,8,6/22/2021 0:00
BA321048859,Solano,14,2021,450000,465000,26,7/12/2021 0:00
EB40954920,Contra Costa,4,2021,547500,590000,5,6/22/2021 0:00
ML81848128,Santa Clara,6,2021,799000,855000,4,6/20/2021 0:00
ML81849349,Santa Clara,6,2021,1365000,1700000,4,6/21/2021 0:00
ME201903397,Butte,9,2019,270000,270000,19,10/16/2019 0:00
ME201903442,Tehama,32,2020,229000,180000,207,4/28/2020 0:00
TM21-751084,Los Angeles,0,2021,900000,900000,0,6/11/2021 0:00
CRIN21144279,Los Angeles,0,2021,555000,555000,1,7/2/2021 0:00
CRPW21135290,Orange,1,2021,2880000,2880000,0,6/21/2021 0:00
CNSR21124577,Los Angeles,0,2021,779900,882500,6,6/15/2021 0:00
CNSR21125901,Los Angeles,0,2021,999900,999900,23,7/4/2021 0:00
CRTR21121167,Los Angeles,0,2021,890000,910000,11,6/15/2021 0:00
CRWS21120588,Los Angeles,0,2021,868000,904000,13,6/15/2021 0:00
CRJT21126700,San Bernardino,8,2021,299000,299000,3,6/14/2021 0:00
CRPW21112465,Orange,1,2021,899000,1000000,18,6/12/2021 0:00
CRPW21123270,Riverside,3,2021,889000,889000,6,6/15/2021 0:00
CNSR21134981,Ventura,12,2021,650000,651200,1,6/20/2021 0:00
ML81848610,San Mateo,11,2021,1345000,1560000,15,6/26/2021 0:00
EB40955133,Alameda,5,2021,949000,1000000,5,6/29/2021 0:00
ML81848246,Alameda,5,2021,749000,780000,13,6/23/2021 0:00
EB40954508,Alameda,5,2021,1195000,1850000,8,6/24/2021 0:00
BA321055099,Marin,17,2021,7995000,8150000,0,6/25/2021 0:00
ML81848294,Santa Clara,6,2021,1499950,1650000,8,7/1/2021 0:00
ML81848996,Santa Clara,6,2021,919999,1175000,8,6/23/2021 0:00
ME221066149,Yolo,24,2021,1175000,1175000,8,6/21/2021 0:00
ME221069135,Sacramento,2,2021,489000,500000,8,6/24/2021 0:00
ME201902041,Butte,9,2019,136000,130000,19,7/1/2019 0:00
ME201804212,Butte,9,2019,150000,150000,23,1/9/2019 0:00
CROC21129504,Los Angeles,0,2021,547500,547500,1,6/15/2021 0:00
TM21-737778,Los Angeles,0,2021,819000,850000,11,6/22/2021 0:00
CNSR21137970,Los Angeles,0,2021,995000,1020000,13,5/18/2021 0:00
CRSW21124882,San Diego,7,2021,699000,750000,6,6/15/2021 0:00
CRIV21130843,Riverside,3,2021,305000,305000,2,6/18/2021 0:00
EB40953756,Contra Costa,4,2021,579000,660000,5,6/24/2021 0:00
BE40954573,Contra Costa,4,2021,699888,758000,7,6/23/2021 0:00
CC40953485,Contra Costa,4,2021,1795000,2200000,6,6/15/2021 0:00
ML81848026,Santa Clara,6,2021,2098000,2525000,5,6/14/2021 0:00
ML81850353,Santa Clara,6,2021,1675000,1675000,1,6/22/2021 0:00
BA321061632,Sonoma,13,2021,550000,550000,0,7/6/2021 0:00
BA321032796,Sonoma,13,2021,379000,375000,1,6/23/2021 0:00
BA321054302,Solano,14,2021,540000,560000,5,6/21/2021 0:00
ME221066150,Placer,10,2021,907000,912000,7,6/17/2021 0:00
ME221065759,Placer,10,2021,789990,832500,5,6/15/2021 0:00
ME221078574,Amador,33,2021,299000,285000,1,7/3/2021 0:00
ME221069797,El Dorado,18,2021,1999000,1900000,8,6/25/2021 0:00
ME221064826,Placer,10,2021,869900,950000,4,6/28/2021 0:00
ME602198,Butte,9,2021,339000,339000,13,4/21/2021 0:00
ME201903292,Butte,9,2020,289000,240000,190,2/16/2020 0:00
TM21-751086,Los Angeles,0,2021,853728,853728,0,6/18/2021 0:00
CRPW21096639,Los Angeles,0,2021,1430000,1430000,1,5/1/2021 0:00
CNSR21122063,Los Angeles,0,2021,880000,880000,41,6/11/2021 0:00
CRPW21137193,Los Angeles,0,2021,1100000,1062500,6,6/30/2021 0:00
CRCV21119413,Los Angeles,0,2021,899900,900000,10,6/19/2021 0:00
CREV21136216,Riverside,3,2021,514900,530000,5,6/28/2021 0:00
CRV0-218009673,Ventura,12,2019,769000,755000,162,1/10/2019 0:00
ML81849765,San Mateo,11,2021,2880000,2960000,16,7/4/2021 0:00
EB40955235,Contra Costa,4,2021,555000,580000,5,6/24/2021 0:00
EB40955373,Contra Costa,4,2021,675000,680000,3,6/24/2021 0:00
BE40953454,Alameda,5,2021,1288000,1510000,6,6/15/2021 0:00
ME221073942,Placer,10,2021,650000,725000,4,6/28/2021 0:00
ME221072725,El Dorado,18,2021,739000,755000,4,6/26/2021 0:00
ME221067459,Sacramento,2,2021,685000,700000,5,6/17/2021 0:00
CRSW21128005,Orange,1,2021,1295000,1500000,11,6/23/2021 0:00
CNSR21128467,Los Angeles,0,2021,649000,695000,19,6/21/2021 0:00
CRTR21143241,Los Angeles,0,2021,2190000,2480000,2,7/3/2021 0:00
CRP1-5193,Los Angeles,0,2021,498000,650000,14,6/24/2021 0:00
CRNDP2106695,San Diego,7,2021,670000,706000,7,6/16/2021 0:00
CRNDP2106632,San Diego,7,2021,710000,750000,4,6/13/2021 0:00
CRNDP2107827,San Diego,7,2021,800000,800000,0,6/3/2021 0:00
CRCV21159169,San Bernardino,8,2021,360000,360000,0,6/5/2021 0:00
CRSW21105750,Riverside,3,2021,565000,580000,0,6/15/2021 0:00
CRSW21126672,Riverside,3,2021,575000,590000,4,6/15/2021 0:00
CRSW21122635,Riverside,3,2021,599000,605000,11,6/18/2021 0:00
CRLG21130576,Orange,1,2021,1350000,1350000,387,4/17/2021 0:00
CRV0-220000621,Ventura,12,2020,649900,643000,53,3/10/2020 0:00
CRNS21129184,Santa Barbara,29,2021,505000,520000,13,6/21/2021 0:00
CNSR21125571,Los Angeles,0,2021,350000,395000,6,6/22/2021 0:00
CNSR21128554,Los Angeles,0,2021,490000,460000,26,6/25/2021 0:00
ML81853777,San Mateo,11,2021,1999000,1986400,0,7/15/2021 0:00
ML81850634,San Francisco,19,2021,1288000,1590000,4,6/28/2021 0:00
BA321051684,Solano,14,2021,795000,865000,12,6/23/2021 0:00
CC40956980,Contra Costa,4,2021,1950000,1975000,0,7/1/2021 0:00
BA321056750,Marin,17,2021,3695000,4510000,7,6/30/2021 0:00
BA321047364,Sonoma,13,2021,1195000,1405000,32,7/13/2021 0:00
ML81848135,Santa Clara,6,2021,1499888,1843000,0,6/9/2021 0:00
ME221068207,Stanislaus,16,2021,329000,345000,18,7/2/2021 0:00
ME221065296,Tuolumne,41,2021,299900,280000,11,6/14/2021 0:00
ME221036726,Sacramento,2,2021,469000,495000,7,6/25/2021 0:00
ME221067775,Sacramento,2,2021,460000,466000,10,6/23/2021 0:00
ME202002248,Butte,9,2020,219900,212500,6,8/5/2020 0:00
CRSN21131641,Butte,9,2021,550000,556000,13,7/1/2021 0:00
CRSB21128700,Los Angeles,0,2021,879900,970000,7,6/23/2021 0:00
CNSR21125445,Los Angeles,0,2021,590000,590000,6,6/16/2021 0:00
TM21-731350,Los Angeles,0,2021,2450000,2350000,11,7/5/2021 0:00
CRPTP2104054,San Diego,7,2021,525000,525000,8,4/23/2021 0:00
CRNDP2107421,San Diego,7,2021,1399000,1450000,17,6/26/2021 0:00
CRCV21125689,San Diego,7,2021,820000,830000,5,6/14/2021 0:00
CRSW21127339,Riverside,3,2021,389900,415000,9,6/17/2021 0:00
CRAR21132528,Orange,1,2021,758000,748000,0,6/17/2021 0:00
CRBB21127896,Ventura,12,2021,849999,890000,8,6/21/2021 0:00
BE40954077,Santa Clara,6,2021,1100000,1300000,4,6/16/2021 0:00
ML81853690,Alameda,5,2021,3288000,3500000,1,7/16/2021 0:00
BE40958009,Alameda,5,2021,1498000,1550000,0,7/9/2021 0:00
BA321035631,Marin,17,2021,1299000,1525000,1,5/18/2021 0:00
ML81849783,Santa Clara,6,2021,1298000,1435000,11,6/29/2021 0:00
BA321053858,Sonoma,13,2021,799000,928000,2,6/20/2021 0:00
ME221068001,Sacramento,2,2021,450000,470000,16,6/30/2021 0:00
ML81850349,Sacramento,2,2021,475000,515000,6,6/29/2021 0:00
ME602152,Colusa,36,2021,295000,350000,7,5/20/2021 0:00
ME202000861,Butte,9,2020,310000,325000,135,7/23/2020 0:00
CRSW21124358,Los Angeles,0,2021,1000888,1090000,4,6/13/2021 0:00
CRCV21124918,Los Angeles,0,2021,710000,740000,5,6/14/2021 0:00
CRCV21127456,San Bernardino,8,2021,385000,385000,6,6/17/2021 0:00
CRSW21123540,Riverside,3,2021,630000,640000,6,6/13/2021 0:00
CRSW21134696,Riverside,3,2021,594000,594000,0,6/21/2021 0:00
CRSW21123605,Riverside,3,2021,589999,625000,8,6/16/2021 0:00
CROC21122643,Orange,1,2021,1230000,1380000,18,6/22/2021 0:00
CROC21136069,Orange,1,2021,859900,859900,3,6/27/2021 0:00
CRPW21112581,Orange,1,2021,1410000,1400000,28,6/22/2021 0:00
CRIG21119545,Riverside,3,2021,589000,660000,7,6/16/2021 0:00
SF421573414,San Francisco,19,2021,1895000,2069000,47,6/10/2021 0:00
ML81849306,San Mateo,11,2021,1498000,1900000,12,6/29/2021 0:00
CC40953674,Contra Costa,4,2021,948888,1078000,5,6/15/2021 0:00
CC40955639,Contra Costa,4,2021,1595000,1578240,0,6/23/2021 0:00
ML81848021,Santa Clara,6,2021,1750000,1860000,7,6/16/2021 0:00
ME221070717,Sacramento,2,2021,899000,1050000,3,6/21/2021 0:00
ME221065560,Yuba,21,2021,430000,435000,4,6/14/2021 0:00
ME221072625,Placer,10,2021,495000,525000,5,6/29/2021 0:00
ME221060889,Sacramento,2,2021,249000,247000,4,6/15/2021 0:00
ME202001979,Butte,9,2020,115000,117000,3,7/9/2020 0:00
CNSR21124666,Ventura,12,2021,1074000,1200000,1,6/11/2021 0:00
CNSR21132783,Los Angeles,0,2021,2785000,2785000,1,6/17/2021 0:00
CREV21134524,San Bernardino,8,2021,300000,300000,0,5/26/2021 0:00
CRSW21133833,Riverside,3,2021,400000,425000,5,6/28/2021 0:00
CROC21137649,Orange,1,2021,1199000,1286000,5,6/29/2021 0:00
CROC21136581,Orange,1,2021,899000,950000,13,7/6/2021 0:00
ML81850394,San Mateo,11,2021,1850000,2000000,0,6/23/2021 0:00
SF421562053,San Francisco,19,2021,9500000,9500000,4,5/10/2021 0:00
SF421556218,San Francisco,19,2021,1295000,1820000,12,6/29/2021 0:00
CC40954409,Contra Costa,4,2021,1950000,1950000,0,6/15/2021 0:00
BE40953668,Alameda,5,2021,1150000,1365000,8,6/18/2021 0:00
CC40955870,Contra Costa,4,2021,700000,781000,6,6/30/2021 0:00
EB40955428,Alameda,5,2021,925000,1050000,0,6/21/2021 0:00
BA321058270,Marin,17,2021,2550000,2500000,0,6/14/2021 0:00
ME221062881,Stanislaus,16,2021,377000,413000,8,6/17/2021 0:00
ME221066964,Stanislaus,16,2021,460000,510000,5,6/16/2021 0:00
BA321054477,Sonoma,13,2021,868800,900000,23,7/14/2021 0:00
ME221069432,Yolo,24,2021,1400000,1900000,6,6/22/2021 0:00
ME221068432,Sacramento,2,2021,469000,560000,3,6/21/2021 0:00
ME202003162,Butte,9,2021,495000,495000,110,2/10/2021 0:00
CRSB21139798,Los Angeles,0,2021,720000,705750,1,6/27/2021 0:00
CROC21147791,Orange,1,2021,2100000,2100000,0,7/6/2021 0:00
CRRS21124193,Los Angeles,0,2021,829000,840000,4,6/14/2021 0:00
CRP1-5390,Los Angeles,0,2021,1588000,1705000,28,7/2/2021 0:00
CNSR21131505,Los Angeles,0,2021,649111,750000,6,6/22/2021 0:00
CRPW21139238,Orange,1,2021,1599999,1665000,8,7/4/2021 0:00
CRPW21125748,Orange,1,2021,840000,840000,5,6/14/2021 0:00
CRAR21129387,Ventura,12,2021,749000,785000,7,6/22/2021 0:00
ML81848993,San Mateo,11,2021,979998,1350000,9,6/24/2021 0:00
SF421564110,San Francisco,19,2021,1499000,1800000,31,5/21/2021 0:00
SF421566325,San Francisco,19,2021,1750000,1750000,0,6/22/2021 0:00
SF421564385,San Francisco,19,2021,1575000,1910000,9,6/28/2021 0:00
BE40953898,Alameda,5,2021,998000,1255000,7,6/18/2021 0:00
BE40954632,Alameda,5,2021,630000,675000,29,7/15/2021 0:00
BE40954034,Alameda,5,2021,729000,772000,11,6/22/2021 0:00
ML81852668,Santa Clara,6,2021,800000,800000,0,7/6/2021 0:00
ML81849407,Santa Clara,6,2021,1588000,1760000,7,6/24/2021 0:00
ME221068009,Stanislaus,16,2021,395000,420000,6,6/20/2021 0:00
ME201903953,Sacramento,2,2020,879000,840000,86,2/10/2020 0:00
ME221076190,Sacramento,2,2021,239000,239000,0,6/28/2021 0:00
CRDW21130119,Los Angeles,0,2021,664900,645000,7,6/24/2021 0:00
CROC21127255,Orange,1,2021,749999,785000,6,6/16/2021 0:00
CNSR21124658,Los Angeles,0,2021,999000,1135000,3,6/13/2021 0:00
CRNDP2106887,San Diego,7,2021,670000,670000,3,6/18/2021 0:00
CRNDP2106741,San Diego,7,2021,924800,1025000,9,6/20/2021 0:00
CRPW21132785,San Bernardino,8,2021,625000,650000,13,7/1/2021 0:00
CRIV21128956,San Bernardino,8,2021,489900,586000,11,6/25/2021 0:00
CRIV21130361,Riverside,3,2021,625000,640000,16,7/1/2021 0:00
CRTR21131503,Orange,1,2021,2198800,2328000,4,6/25/2021 0:00
CRNP21136360,Orange,1,2021,2800000,2800000,0,6/23/2021 0:00
CROC21112958,Orange,1,2021,1397250,1397250,0,7/14/2021 0:00
CRV0-220004133,Ventura,12,2020,1165000,1100000,70,7/4/2020 0:00
ML81848048,Monterey,22,2021,819000,819820,6,6/15/2021 0:00
SF421563444,San Francisco,19,2021,1195000,1750000,7,6/24/2021 0:00
BE40953667,Contra Costa,4,2021,574888,630000,4,6/14/2021 0:00
CC40953768,Contra Costa,4,2021,624999,685000,6,6/16/2021 0:00
CC40953636,Contra Costa,4,2021,3475000,4190000,4,6/14/2021 0:00
ML81850252,Santa Clara,6,2021,1348000,1670000,5,7/4/2021 0:00
ME221071308,Stanislaus,16,2021,449950,495000,2,6/20/2021 0:00
ME221066516,Stanislaus,16,2021,199999,200000,4,6/15/2021 0:00
ME221065553,El Dorado,18,2021,445000,445000,8,6/17/2021 0:00
ME221066812,Amador,33,2021,469000,480000,4,6/15/2021 0:00
ME221075111,Placer,10,2021,514000,525000,1,6/26/2021 0:00
ME221074702,Sacramento,2,2021,509000,533500,15,6/29/2021 0:00
ME221074366,Placer,10,2021,599900,630000,7,7/1/2021 0:00
ME221079703,Sacramento,2,2021,1250000,1350000,0,7/6/2021 0:00
ME201900454,Nevada,28,2019,569000,500000,134,6/17/2019 0:00
ME201902379,Butte,9,2019,230000,230000,30,8/9/2019 0:00
ME202000436,Butte,9,2020,185000,185000,71,4/18/2020 0:00
CRPV21148170,Los Angeles,0,2021,2365000,2365000,1,6/18/2021 0:00
CRSB21136987,Los Angeles,0,2021,2800000,3175000,4,6/28/2021 0:00
CROC21121809,Orange,1,2021,685000,720000,11,6/17/2021 0:00
CNSR21131538,Los Angeles,0,2021,889000,910000,2,6/20/2021 0:00
CRTR21138672,San Bernardino,8,2021,769900,840000,5,6/30/2021 0:00
CRAR21128255,Los Angeles,0,2021,790000,930000,6,6/18/2021 0:00
CRPTP2104053,San Diego,7,2021,775000,790000,6,6/16/2021 0:00
CRPW21127322,Riverside,3,2021,634900,647000,5,6/16/2021 0:00
CRPW21120144,Orange,1,2021,869900,980000,7,6/15/2021 0:00
CRIG21129467,Riverside,3,2021,624900,655000,4,6/22/2021 0:00
CRV0-220003778,Ventura,12,2020,599500,597500,46,5/29/2020 0:00
ML81848804,Santa Clara,6,2021,3298000,3910000,10,6/24/2021 0:00
SF421559332,San Francisco,19,2021,1450000,1960000,11,6/21/2021 0:00
BE40953995,Alameda,5,2021,978888,1040000,7,6/18/2021 0:00
ML81848439,Alameda,5,2021,878000,1050000,12,6/23/2021 0:00
EB40954551,Alameda,5,2021,290000,210000,8,6/24/2021 0:00
ML81848980,Santa Clara,6,2021,999999,1130000,7,6/22/2021 0:00
ML81848288,Santa Clara,6,2021,898000,950000,14,6/24/2021 0:00
ME221066135,Sacramento,2,2021,599000,640000,5,6/16/2021 0:00
ME221065330,Placer,10,2021,459000,515000,5,6/15/2021 0:00
BA321057755,Solano,14,2021,435000,435000,13,7/12/2021 0:00
ME221070123,Sacramento,2,2021,374999,425000,7,6/24/2021 0:00
ME221072988,Sacramento,2,2021,447000,447000,4,6/29/2021 0:00
CNSR21127062,Los Angeles,0,2021,841000,841000,9,6/23/2021 0:00
CRSB21122652,Los Angeles,0,2021,689000,770000,11,6/18/2021 0:00
CNSR21124342,Ventura,12,2021,1299999,1350000,6,6/15/2021 0:00
TM21-748242,Los Angeles,0,2021,975000,1010000,5,6/16/2021 0:00
CRNDP2106622,San Diego,7,2021,1775000,1775000,5,6/14/2021 0:00
CRIG21134313,Riverside,3,2021,650000,680000,2,6/23/2021 0:00
CRSB21133407,Riverside,3,2021,499900,571000,10,6/28/2021 0:00
CROC21126205,Orange,1,2021,2499000,2680000,7,6/17/2021 0:00
CROC21126427,Orange,1,2021,975000,1200000,12,6/23/2021 0:00
CRPW21139539,Orange,1,2021,819000,815000,10,7/7/2021 0:00
CRV0-219011934,Ventura,12,2019,759000,745000,49,11/14/2019 0:00
CNSR21123555,Los Angeles,0,2021,665000,665000,3,6/12/2021 0:00
BE40953759,Santa Clara,6,2021,1888000,1900000,19,6/29/2021 0:00
CC40953628,Contra Costa,4,2021,969000,1150000,12,6/22/2021 0:00
ML81848085,Contra Costa,4,2021,399999,465000,4,6/13/2021 0:00
EB40953582,Contra Costa,4,2021,659000,700000,5,6/15/2021 0:00
ML81849841,Santa Clara,6,2021,1349000,1435000,9,6/28/2021 0:00
ML81850355,Santa Clara,6,2021,769900,769900,4,6/27/2021 0:00
