zip_code,county,County_Index,Year_Sale,List Price,Sale Price,Age,Sq Ft Total,Lot Size,DOM,Sale Date
95111,Santa Clara,6,2021,919999,1175000,59,1431,10479,8,6/23/2021 0:00
95616,Yolo,24,2021,1175000,1175000,49,2236,8638,8,6/21/2021 0:00
95834,Sacramento,2,2021,489000,500000,3,1614,2370,8,6/24/2021 0:00
95954,Butte,9,2019,136000,130000,50,1152,10123,19,7/1/2019 0:00
95965,Butte,9,2019,150000,150000,91,960,4356,23,1/9/2019 0:00
90041,Los Angeles,0,2021,853728,853728,0,1705,1207,0,6/18/2021 0:00
90808,Los Angeles,0,2021,1430000,1430000,67,2021,6135,1,5/1/2021 0:00
91350,Los Angeles,0,2021,880000,880000,49,1728,17574,41,6/11/2021 0:00
91367,Los Angeles,0,2021,1100000,1062500,74,2000,7077,6,6/30/2021 0:00
91741,Los Angeles,0,2021,899900,900000,69,2155,12430,10,6/19/2021 0:00
92504,Riverside,3,2021,514900,530000,55,1794,6534,5,6/28/2021 0:00
93023,Ventura,12,2019,769000,755000,62,1997,10594,162,1/10/2019 0:00
94070,San Mateo,11,2021,2880000,2960000,3,2387,7100,16,7/4/2021 0:00
94513,Contra Costa,4,2021,555000,580000,7,1443,2886,5,6/24/2021 0:00
94513,Contra Costa,4,2021,675000,680000,18,1683,5600,3,6/24/2021 0:00
94588,Alameda,5,2021,1288000,1510000,51,2078,7165,6,6/15/2021 0:00
95678,Placer,10,2021,650000,725000,23,2530,6268,4,6/28/2021 0:00
95762,El Dorado,18,2021,739000,755000,31,2385,10019,4,6/26/2021 0:00
95835,Sacramento,2,2021,685000,700000,17,2291,8468,5,6/17/2021 0:00
90603,Los Angeles,0,2021,547500,547500,67,1302,7263,1,6/15/2021 0:00
90712,Los Angeles,0,2021,819000,850000,70,1982,5367,11,6/22/2021 0:00
91505,Los Angeles,0,2021,995000,1020000,82,1200,6755,13,5/18/2021 0:00
92056,San Diego,7,2021,699000,750000,58,1336,7000,6,6/15/2021 0:00
92586,Riverside,3,2021,305000,305000,55,1206,7405,2,6/18/2021 0:00
94509,Contra Costa,4,2021,579000,660000,53,1573,9100,5,6/24/2021 0:00
94513,Contra Costa,4,2021,699888,758000,7,2254,3548,7,6/23/2021 0:00
94526,Contra Costa,4,2021,1795000,2200000,57,2002,13000,6,6/15/2021 0:00
95014,Santa Clara,6,2021,2098000,2525000,61,1260,6032,5,6/14/2021 0:00
95037,Santa Clara,6,2021,1675000,1675000,27,2538,10272,1,6/22/2021 0:00
95401,Sonoma,13,2021,550000,550000,43,1096,3498,0,7/6/2021 0:00
95421,Sonoma,13,2021,379000,375000,101,816,8002,1,6/23/2021 0:00
95620,Solano,14,2021,540000,560000,5,1711,3598,5,6/21/2021 0:00
95648,Placer,10,2021,907000,912000,17,2246,8337,7,6/17/2021 0:00
95678,Placer,10,2021,789990,832500,21,2717,8952,5,6/15/2021 0:00
95685,Amador,33,2021,299000,285000,56,3354,345866,1,7/3/2021 0:00
95762,El Dorado,18,2021,1999000,1900000,15,6451,43560,8,6/25/2021 0:00
95765,Placer,10,2021,869900,950000,14,3469,12036,4,6/28/2021 0:00
95938,Butte,9,2021,339000,339000,45,1079,6098,13,4/21/2021 0:00
95966,Butte,9,2020,289000,240000,63,1945,159865,190,2/16/2020 0:00
90630,Orange,1,2021,1295000,1500000,53,2794,8343,11,6/23/2021 0:00
91350,Los Angeles,0,2021,649000,695000,34,1565,5972,19,6/21/2021 0:00
91741,Los Angeles,0,2021,2190000,2480000,25,4356,87997,2,7/3/2021 0:00
91780,Los Angeles,0,2021,498000,650000,87,664,7071,14,6/24/2021 0:00
92056,San Diego,7,2021,670000,706000,32,1234,4636,7,6/16/2021 0:00
92065,San Diego,7,2021,710000,750000,22,2004,21780,4,6/13/2021 0:00
92120,San Diego,7,2021,800000,800000,64,1846,7200,0,6/3/2021 0:00
92382,San Bernardino,8,2021,360000,360000,57,1920,7130,0,6/5/2021 0:00
92562,Riverside,3,2021,565000,580000,20,1752,6534,0,6/15/2021 0:00
92584,Riverside,3,2021,575000,590000,14,2892,6970,4,6/15/2021 0:00
92584,Riverside,3,2021,599000,605000,5,2688,9148,11,6/18/2021 0:00
92629,Orange,1,2021,1350000,1350000,34,2300,3500,387,4/17/2021 0:00
93023,Ventura,12,2020,649900,643000,43,1309,8112,53,3/10/2020 0:00
93436,Santa Barbara,29,2021,505000,520000,31,1740,6970,13,6/21/2021 0:00
93550,Los Angeles,0,2021,350000,395000,33,1172,5751,6,6/22/2021 0:00
93552,Los Angeles,0,2021,490000,460000,33,1529,7214,26,6/25/2021 0:00
94030,San Mateo,11,2021,1999000,1986400,81,1770,7376,0,7/15/2021 0:00
94122,San Francisco,19,2021,1288000,1590000,83,1400,2063,4,6/28/2021 0:00
94510,Solano,14,2021,795000,865000,43,1579,14375,12,6/23/2021 0:00
94556,Contra Costa,4,2021,1950000,1975000,53,2667,17976,0,7/1/2021 0:00
94901,Marin,17,2021,3695000,4510000,29,8525,68389,7,6/30/2021 0:00
94952,Sonoma,13,2021,1195000,1405000,50,2521,12998,32,7/13/2021 0:00
95130,Santa Clara,6,2021,1499888,1843000,56,1737,6000,0,6/9/2021 0:00
95350,Stanislaus,16,2021,329000,345000,67,1058,5759,18,7/2/2021 0:00
95379,Tuolumne,41,2021,299900,280000,45,1400,13068,11,6/14/2021 0:00
95630,Sacramento,2,2021,469000,495000,69,1382,4500,7,6/25/2021 0:00
95632,Sacramento,2,2021,460000,466000,32,1563,8006,10,6/23/2021 0:00
95965,Butte,9,2020,219900,212500,101,1208,3485,6,8/5/2020 0:00
95973,Butte,9,2021,550000,556000,20,1881,7841,13,7/1/2021 0:00
90710,Los Angeles,0,2021,879900,970000,51,2082,5013,7,6/23/2021 0:00
91350,Los Angeles,0,2021,590000,590000,49,840,13116,6,6/16/2021 0:00
91607,Los Angeles,0,2021,2450000,2350000,2,3877,9958,11,7/5/2021 0:00
91945,San Diego,7,2021,525000,525000,73,1178,6969.6,8,4/23/2021 0:00
92009,San Diego,7,2021,1399000,1450000,43,3151,11500,17,6/26/2021 0:00
92117,San Diego,7,2021,820000,830000,63,1858,5200,5,6/14/2021 0:00
92544,Riverside,3,2021,389900,415000,17,2001,8276,9,6/17/2021 0:00
92832,Orange,1,2021,758000,748000,68,1176,6030,0,6/17/2021 0:00
93015,Ventura,12,2021,849999,890000,1,3177,8774,8,6/21/2021 0:00
94085,Santa Clara,6,2021,1100000,1300000,69,1132,5459,4,6/16/2021 0:00
94539,Alameda,5,2021,3288000,3500000,23,4011,20848,1,7/16/2021 0:00
94551,Alameda,5,2021,1498000,1550000,24,2444,12899,0,7/9/2021 0:00
94901,Marin,17,2021,1299000,1525000,57,1608,10001,1,5/18/2021 0:00
95035,Santa Clara,6,2021,1298000,1435000,55,1230,5544,11,6/29/2021 0:00
95405,Sonoma,13,2021,799000,928000,65,1652,10010,2,6/20/2021 0:00
95826,Sacramento,2,2021,450000,470000,46,1328,7405,16,6/30/2021 0:00
95835,Sacramento,2,2021,475000,515000,17,1492,3900,6,6/29/2021 0:00
95932,Colusa,36,2021,295000,350000,91,1547,6098,7,5/20/2021 0:00
95966,Butte,9,2020,310000,325000,62,1688,21344,135,7/23/2020 0:00
91006,Los Angeles,0,2021,1000888,1090000,71,1588,9817,4,6/13/2021 0:00
91724,Los Angeles,0,2021,710000,740000,60,1356,8299,5,6/14/2021 0:00
92404,San Bernardino,8,2021,385000,385000,78,1332,7050,6,6/17/2021 0:00
92508,Riverside,3,2021,630000,640000,23,2407,7841,6,6/13/2021 0:00
92544,Riverside,3,2021,594000,594000,42,2508,43560,0,6/21/2021 0:00
92591,Riverside,3,2021,589999,625000,14,2037,4792,8,6/16/2021 0:00
92610,Orange,1,2021,1230000,1380000,27,2633,7874,18,6/22/2021 0:00
92647,Orange,1,2021,859900,859900,61,1122,6250,3,6/27/2021 0:00
92867,Orange,1,2021,1410000,1400000,37,2404,9600,28,6/22/2021 0:00
92882,Riverside,3,2021,589000,660000,23,1806,4356,7,6/16/2021 0:00
94127,San Francisco,19,2021,1895000,2069000,67,2330,5022,47,6/10/2021 0:00
94402,San Mateo,11,2021,1498000,1900000,80,1505,4500,12,6/29/2021 0:00
94547,Contra Costa,4,2021,948888,1078000,6,3034,3400,5,6/15/2021 0:00
94549,Contra Costa,4,2021,1595000,1578240,80,2102,28575,0,6/23/2021 0:00
95125,Santa Clara,6,2021,1750000,1860000,65,1943,8077,7,6/16/2021 0:00
95670,Sacramento,2,2021,899000,1050000,27,3071,13891,3,6/21/2021 0:00
95692,Yuba,21,2021,430000,435000,19,1506,5963,4,6/14/2021 0:00
95747,Placer,10,2021,495000,525000,7,1811,2526,5,6/29/2021 0:00
95815,Sacramento,2,2021,249000,247000,70,936,10454,4,6/15/2021 0:00
95930,Butte,9,2020,115000,117000,44,1004,36590,3,7/9/2020 0:00
91362,Ventura,12,2021,1074000,1200000,26,1963,9993,1,6/11/2021 0:00
91601,Los Angeles,0,2021,2785000,2785000,0,3635,7802,1,6/17/2021 0:00
92404,San Bernardino,8,2021,300000,300000,61,1386,10773,0,5/26/2021 0:00
92543,Riverside,3,2021,400000,425000,9,1723,6534,5,6/28/2021 0:00
92694,Orange,1,2021,1199000,1286000,8,2391,4078,5,6/29/2021 0:00
92708,Orange,1,2021,899000,950000,50,1511,5880,13,7/6/2021 0:00
94002,San Mateo,11,2021,1850000,2000000,43,1690,4704,0,6/23/2021 0:00
94115,San Francisco,19,2021,9500000,9500000,111,4352,2406,4,5/10/2021 0:00
94116,San Francisco,19,2021,1295000,1820000,73,1686,2996,12,6/29/2021 0:00
94556,Contra Costa,4,2021,1950000,1950000,50,2946,16530,0,6/15/2021 0:00
94560,Alameda,5,2021,1150000,1365000,59,1914,6300,8,6/18/2021 0:00
94564,Contra Costa,4,2021,700000,781000,56,1788,6840,6,6/30/2021 0:00
94609,Alameda,5,2021,925000,1050000,0,1437,1137,0,6/21/2021 0:00
94937,Marin,17,2021,2550000,2500000,25,1882,61529,0,6/14/2021 0:00
95355,Stanislaus,16,2021,377000,413000,45,1381,6652,8,6/17/2021 0:00
95363,Stanislaus,16,2021,460000,510000,17,2421,6403,5,6/16/2021 0:00
95403,Sonoma,13,2021,868800,900000,2,2139,5097,23,7/14/2021 0:00
95618,Yolo,24,2021,1400000,1900000,22,3696,15011,6,6/22/2021 0:00
95829,Sacramento,2,2021,469000,560000,28,1755,13007,3,6/21/2021 0:00
95926,Butte,9,2021,495000,495000,55,1997,8276,110,2/10/2021 0:00
90007,Los Angeles,0,2021,720000,705750,125,1495,6207,1,6/27/2021 0:00
90740,Orange,1,2021,2100000,2100000,15,4041,7289,0,7/6/2021 0:00
90808,Los Angeles,0,2021,829000,840000,72,1453,5920,4,6/14/2021 0:00
91001,Los Angeles,0,2021,1588000,1705000,24,2495,8813,28,7/2/2021 0:00
91390,Los Angeles,0,2021,649111,750000,33,1498,6509,6,6/22/2021 0:00
92648,Orange,1,2021,1599999,1665000,44,1824,2875,8,7/4/2021 0:00
92869,Orange,1,2021,840000,840000,50,1410,7000,5,6/14/2021 0:00
93010,Ventura,12,2021,749000,785000,3,1797,3534,7,6/22/2021 0:00
94063,San Mateo,11,2021,979998,1350000,74,1708,5000,9,6/24/2021 0:00
94110,San Francisco,19,2021,1499000,1800000,121,1350,1794,31,5/21/2021 0:00
94121,San Francisco,19,2021,1750000,1750000,101,1065,2996,0,6/22/2021 0:00
94127,San Francisco,19,2021,1575000,1910000,97,1926,2495,9,6/28/2021 0:00
94501,Alameda,5,2021,998000,1255000,117,1355,3420,7,6/18/2021 0:00
94541,Alameda,5,2021,630000,675000,83,976,3276,29,7/15/2021 0:00
94601,Alameda,5,2021,729000,772000,93,1400,3255,11,6/22/2021 0:00
95020,Santa Clara,6,2021,800000,800000,41,1798,7140,0,7/6/2021 0:00
95130,Santa Clara,6,2021,1588000,1760000,61,1127,6093,7,6/24/2021 0:00
95350,Stanislaus,16,2021,395000,420000,61,1451,6177,6,6/20/2021 0:00
95819,Sacramento,2,2020,879000,840000,100,1299,4200,86,2/10/2020 0:00
95820,Sacramento,2,2021,239000,239000,104,962,5288,0,6/28/2021 0:00
90650,Los Angeles,0,2021,664900,645000,71,958,5135,7,6/24/2021 0:00
90680,Orange,1,2021,749999,785000,65,1393,7800,6,6/16/2021 0:00
91040,Los Angeles,0,2021,999000,1135000,68,2244,20424,3,6/13/2021 0:00
92027,San Diego,7,2021,670000,670000,46,1448,7000,3,6/18/2021 0:00
92029,San Diego,7,2021,924800,1025000,32,2003,9343,9,6/20/2021 0:00
92315,San Bernardino,8,2021,625000,650000,30,1931,11256,13,7/1/2021 0:00
92407,San Bernardino,8,2021,489900,586000,42,1610,19500,11,6/25/2021 0:00
92503,Riverside,3,2021,625000,640000,45,1891,19602,16,7/1/2021 0:00
92618,Orange,1,2021,2198800,2328000,8,3236,4410,4,6/25/2021 0:00
92660,Orange,1,2021,2800000,2800000,53,2304,5915,0,6/23/2021 0:00
92870,Orange,1,2021,1397250,1397250,19,3290,5500,0,7/14/2021 0:00
93063,Ventura,12,2020,1165000,1100000,16,4346,12567,70,7/4/2020 0:00
93907,Monterey,22,2021,819000,819820,61,1559,36155,6,6/15/2021 0:00
94122,San Francisco,19,2021,1195000,1750000,69,1230,2652,7,6/24/2021 0:00
94561,Contra Costa,4,2021,574888,630000,9,1490,6684,4,6/14/2021 0:00
94561,Contra Costa,4,2021,624999,685000,15,2112,4399,6,6/16/2021 0:00
94563,Contra Costa,4,2021,3475000,4190000,14,7212,46000,4,6/14/2021 0:00
95136,Santa Clara,6,2021,1348000,1670000,47,1640,9551,5,7/4/2021 0:00
95357,Stanislaus,16,2021,449950,495000,26,2318,10698,2,6/20/2021 0:00
95363,Stanislaus,16,2021,199999,200000,101,690,3751,4,6/15/2021 0:00
95619,El Dorado,18,2021,445000,445000,49,1275,12197,8,6/17/2021 0:00
95642,Amador,33,2021,469000,480000,17,1572,11326,4,6/15/2021 0:00
95661,Placer,10,2021,514000,525000,37,1529,7610,1,6/26/2021 0:00
95670,Sacramento,2,2021,509000,533500,29,1606,2788,15,6/29/2021 0:00
95765,Placer,10,2021,599900,630000,21,1860,6329,7,7/1/2021 0:00
95819,Sacramento,2,2021,1250000,1350000,96,2364,6299,0,7/6/2021 0:00
95959,Nevada,28,2019,569000,500000,40,3064,96268,134,6/17/2019 0:00
95965,Butte,9,2019,230000,230000,70,1322,8712,30,8/9/2019 0:00
95966,Butte,9,2020,185000,185000,86,894,14810,71,4/18/2020 0:00
90077,Los Angeles,0,2021,2365000,2365000,97,4463,6416,1,6/18/2021 0:00
90266,Los Angeles,0,2021,2800000,3175000,59,1779,1835,4,6/28/2021 0:00
90631,Orange,1,2021,685000,720000,66,1242,7192,11,6/17/2021 0:00
91387,Los Angeles,0,2021,889000,910000,9,3619,6603,2,6/20/2021 0:00
91761,San Bernardino,8,2021,769900,840000,3,3628,5225,5,6/30/2021 0:00
91770,Los Angeles,0,2021,790000,930000,34,1786,6828,6,6/18/2021 0:00
92119,San Diego,7,2021,775000,790000,56,1225,7900,6,6/16/2021 0:00
92503,Riverside,3,2021,634900,647000,6,2320,5227,5,6/16/2021 0:00
92870,Orange,1,2021,869900,980000,52,1625,7700,7,6/15/2021 0:00
92882,Riverside,3,2021,624900,655000,21,1956,3920,4,6/22/2021 0:00
93036,Ventura,12,2020,599500,597500,55,2202,6715,46,5/29/2020 0:00
94024,Santa Clara,6,2021,3298000,3910000,62,2740,11979,10,6/24/2021 0:00
94122,San Francisco,19,2021,1450000,1960000,94,2105,2500,11,6/21/2021 0:00
94568,Alameda,5,2021,978888,1040000,54,1630,5399,7,6/18/2021 0:00
94577,Alameda,5,2021,878000,1050000,95,1688,6000,12,6/23/2021 0:00
94621,Alameda,5,2021,290000,210000,100,420,2700,8,6/24/2021 0:00
95020,Santa Clara,6,2021,999999,1130000,9,2402,6957,7,6/22/2021 0:00
95037,Santa Clara,6,2021,898000,950000,39,1260,3153,14,6/24/2021 0:00
95621,Sacramento,2,2021,599000,640000,21,2334,4500,5,6/16/2021 0:00
95678,Placer,10,2021,459000,515000,53,1421,8268,5,6/15/2021 0:00
95687,Solano,14,2021,435000,435000,55,1420,5663,13,7/12/2021 0:00
95820,Sacramento,2,2021,374999,425000,20,1431,5624,7,6/24/2021 0:00
95831,Sacramento,2,2021,447000,447000,38,1475,4792,4,6/29/2021 0:00
91324,Los Angeles,0,2021,841000,841000,64,1434,7875,9,6/23/2021 0:00
91345,Los Angeles,0,2021,689000,770000,69,1222,7499,11,6/18/2021 0:00
91362,Ventura,12,2021,1299999,1350000,33,2463,7636,6,6/15/2021 0:00
91401,Los Angeles,0,2021,975000,1010000,73,1628,6325,5,6/16/2021 0:00
92009,San Diego,7,2021,1775000,1775000,16,3167,9504,5,6/14/2021 0:00
92562,Riverside,3,2021,650000,680000,32,2500,8712,2,6/23/2021 0:00
92563,Riverside,3,2021,499900,571000,25,1735,11761,10,6/28/2021 0:00
92679,Orange,1,2021,2499000,2680000,23,4505,17500,7,6/17/2021 0:00
92691,Orange,1,2021,975000,1200000,49,2837,7888,12,6/23/2021 0:00
92780,Orange,1,2021,819000,815000,61,1407,8800,10,7/7/2021 0:00
93022,Ventura,12,2019,759000,745000,71,2368,10057,49,11/14/2019 0:00
93536,Los Angeles,0,2021,665000,665000,16,3272,14969,3,6/12/2021 0:00
94086,Santa Clara,6,2021,1888000,1900000,80,1360,6500,19,6/29/2021 0:00
94553,Contra Costa,4,2021,969000,1150000,45,2061,5775,12,6/22/2021 0:00
94804,Contra Costa,4,2021,399999,465000,62,1045,4250,4,6/13/2021 0:00
94806,Contra Costa,4,2021,659000,700000,58,1047,7971,5,6/15/2021 0:00
95008,Santa Clara,6,2021,1349000,1435000,69,1206,10400,9,6/28/2021 0:00
95037,Santa Clara,6,2021,769900,769900,30,1280,3675,4,6/27/2021 0:00
95688,Solano,14,2021,630000,630000,47,2048,7841,0,4/21/2021 0:00
95758,Sacramento,2,2021,456900,475000,16,1566,2322,8,7/1/2021 0:00
95765,Placer,10,2021,635000,660000,29,2187,8760,5,6/16/2021 0:00
90041,Los Angeles,0,2021,1098392,1098392,0,2314,1403,1,6/11/2021 0:00
90272,Los Angeles,0,2021,3995000,3995000,0,3107,5197,0,6/28/2021 0:00
90631,Orange,1,2021,650000,735000,65,1796,5748,7,6/25/2021 0:00
91104,Los Angeles,0,2021,1049000,1170000,98,1333,6757,9,6/29/2021 0:00
91106,Los Angeles,0,2021,1249000,1623000,115,1600,7526,16,6/26/2021 0:00
91601,Los Angeles,0,2021,799000,875000,80,1370,6614,15,7/2/2021 0:00
92019,San Diego,7,2021,755000,810000,37,1324,8712,15,6/24/2021 0:00
92386,San Bernardino,8,2021,285000,285000,32,1038,5000,4,6/28/2021 0:00
92571,Riverside,3,2021,470000,472500,15,2802,4792,9,6/30/2021 0:00
92586,Riverside,3,2021,379000,375000,32,1715,5663,0,6/14/2021 0:00
92887,Orange,1,2021,654000,665000,38,1342,3120,4,6/15/2021 0:00
94062,San Mateo,11,2021,3050000,3050000,58,2630,64033,0,6/22/2021 0:00
94506,Contra Costa,4,2021,2750000,2750000,37,4657,24523,4,6/15/2021 0:00
94589,Solano,14,2021,445000,465000,63,1080,4356,21,7/6/2021 0:00
94952,Sonoma,13,2021,869950,960000,94,1142,5001,32,7/13/2021 0:00
95425,Sonoma,13,2021,1295000,1235000,28,1830,1112958,39,7/19/2021 0:00
95746,Placer,10,2021,1475000,1760000,31,3847,18539,6,6/29/2021 0:00
95817,Sacramento,2,2021,435000,450500,74,1449,6294,3,6/20/2021 0:00
95925,Yuba,21,2021,153500,150000,71,874,30492,0,5/10/2021 0:00
95938,Butte,9,2019,429000,417000,101,1500,34848,23,6/4/2019 0:00
90032,Los Angeles,0,2021,699000,855000,101,900,6949,6,6/28/2021 0:00
90036,Los Angeles,0,2021,1899000,1975000,96,2000,6759,7,6/17/2021 0:00
90212,Los Angeles,0,2021,3499000,4000000,92,3505,7651,12,6/21/2021 0:00
90266,Los Angeles,0,2021,1250000,1250000,71,1172,3821,0,6/9/2021 0:00
91722,Los Angeles,0,2021,534999,630000,67,1194,6374,7,6/18/2021 0:00
91761,San Bernardino,8,2021,580000,600000,33,1655,4000,5,6/23/2021 0:00
92069,San Diego,7,2021,900000,920000,13,2382,5968,4,6/21/2021 0:00
92392,San Bernardino,8,2021,430000,430000,20,2058,8400,2,6/12/2021 0:00
92509,Riverside,3,2021,628000,675501,5,2520,10890,21,6/28/2021 0:00
92583,Riverside,3,2021,379000,340000,24,1577,8712,13,7/6/2021 0:00
92806,Orange,1,2021,830000,910000,45,1806,7300,31,6/18/2021 0:00
92883,Riverside,3,2021,1025000,1020000,18,2617,17528,6,6/16/2021 0:00
93012,Ventura,12,2021,685000,710000,34,1328,4976,3,6/21/2021 0:00
93015,Ventura,12,2019,574500,574500,6,2375,7668,63,4/17/2019 0:00
93402,San Luis Obispo,20,2021,599000,640000,62,868,6250,6,6/16/2021 0:00
94044,San Mateo,11,2021,1199000,1315000,57,1260,4600,10,6/21/2021 0:00
94523,Contra Costa,4,2021,800000,850000,62,1302,9951,8,6/25/2021 0:00
94563,Contra Costa,4,2021,1895000,1830000,38,3367,13500,8,6/18/2021 0:00
94708,Alameda,5,2021,1800000,1800000,73,1877,4400,0,7/17/2021 0:00
94901,Marin,17,2021,997000,1110000,73,1220,16030,11,6/28/2021 0:00
94903,Marin,17,2021,1849000,1925000,24,2422,17346,10,6/19/2021 0:00
95120,Santa Clara,6,2021,1450000,1500000,7,1924,2402,11,6/22/2021 0:00
95357,Stanislaus,16,2021,435000,480000,18,2087,5502,7,6/18/2021 0:00
95687,Solano,14,2021,375000,375000,57,918,5663,24,7/7/2021 0:00
95901,Yuba,21,2021,389999,375000,42,1624,6747,28,4/29/2021 0:00
95961,Yuba,21,2021,335000,320000,17,1621,6970,7,2/15/2021 0:00
95966,Butte,9,2019,237000,260000,46,1170,7841,7,1/21/2019 0:00
95966,Butte,9,2020,299000,250000,8,2132,12632,167,12/9/2020 0:00
95966,Butte,9,2019,139999,147000,100,912,4792,41,11/7/2019 0:00
91042,Los Angeles,0,2021,699000,880000,67,1170,6905,9,6/18/2021 0:00
91723,Los Angeles,0,2021,549900,550000,96,864,2928,8,6/16/2021 0:00
92083,San Diego,7,2021,699000,700000,74,1727,9588,7,6/21/2021 0:00
92592,Riverside,3,2021,540000,590000,14,1846,2859,6,6/15/2021 0:00
92646,Orange,1,2021,1295000,1450000,50,3049,6000,26,6/30/2021 0:00
92841,Orange,1,2021,793900,793900,66,1752,7215,0,6/11/2021 0:00
94539,Alameda,5,2021,1439950,1440000,41,1632,6669,14,6/23/2021 0:00
94547,Contra Costa,4,2019,599999,580000,36,1597,283140000,134,7/5/2019 0:00
95128,Santa Clara,6,2021,998000,1300000,81,1024,9062,7,6/29/2021 0:00
95476,Sonoma,13,2021,720000,720000,33,1438,4273,19,7/12/2021 0:00
95610,Sacramento,2,2021,489000,500000,72,1112,40511,4,7/6/2021 0:00
95621,Sacramento,2,2021,510000,573375,47,1650,9583,6,6/17/2021 0:00
95630,Sacramento,2,2021,1375000,1400000,15,4379,17598,0,6/10/2021 0:00
95648,Placer,10,2021,1155000,1165000,15,3285,13547,5,6/22/2021 0:00
95660,Sacramento,2,2021,370000,400000,63,1155,6970,6,6/21/2021 0:00
95757,Sacramento,2,2021,600000,640000,17,1757,4726,5,6/15/2021 0:00
95948,Butte,9,2021,125000,125000,111,800,6534,1,6/12/2021 0:00
95961,Yuba,21,2021,400000,425000,80,1995,18731,36,7/16/2021 0:00
90066,Los Angeles,0,2021,1795000,1930000,73,1973,5739,9,6/25/2021 0:00
91945,San Diego,7,2021,549900,564000,61,1288,8300,8,7/9/2021 0:00
92504,Riverside,3,2021,459000,500000,67,1247,8712,8,6/30/2021 0:00
92553,Riverside,3,2021,355000,367000,39,1089,8276,7,6/16/2021 0:00
92602,Orange,1,2021,1650000,1750000,7,3324,3888,1,6/16/2021 0:00
92703,Orange,1,2021,600000,600000,91,1401,5600,1,7/20/2021 0:00
92708,Orange,1,2021,975000,1000000,53,1820,6800,25,7/3/2021 0:00
93010,Ventura,12,2019,798500,785525,72,2498,14266,245,4/22/2019 0:00
93023,Ventura,12,2019,879000,910000,55,2053,16400,98,1/31/2019 0:00
94070,San Mateo,11,2021,1969000,2400000,65,1790,5650,4,6/15/2021 0:00
94085,Santa Clara,6,2021,1450000,1800000,68,1266,6396,14,6/24/2021 0:00
94116,San Francisco,19,2021,1195000,1655000,72,1381,2809,20,7/1/2021 0:00
94401,San Mateo,11,2021,799000,1150000,66,1080,5000,7,7/14/2021 0:00
94549,Contra Costa,4,2021,1798000,2250000,71,2465,10000,6,6/15/2021 0:00
94555,Alameda,5,2021,1899888,2320000,4,2651,5025,7,6/17/2021 0:00
95020,Santa Clara,6,2021,1499999,1550000,5,3812,127195.2,3,6/20/2021 0:00
95618,Yolo,24,2021,633000,673100,21,1235,3755,6,6/22/2021 0:00
95747,Placer,10,2021,439000,455000,28,1040,4805,7,6/17/2021 0:00
95747,Placer,10,2021,715000,735000,5,2744,7410,5,6/29/2021 0:00
95757,Sacramento,2,2021,489000,530000,3,1632,1838,7,6/17/2021 0:00
95965,Butte,9,2020,225000,218000,75,1436,15682,39,4/7/2020 0:00
95966,Butte,9,2019,95000,87000,84,956,9583,59,12/5/2019 0:00
90815,Los Angeles,0,2021,1049900,1150000,72,1994,6150,5,6/22/2021 0:00
91403,Los Angeles,0,2021,2489000,2711000,5,4303,6751,5,6/15/2021 0:00
92114,San Diego,7,2021,535000,550000,67,1157,5500,33,5/17/2021 0:00
92301,San Bernardino,8,2021,415000,410000,13,2811,8665,4,6/26/2021 0:00
92586,Riverside,3,2021,400000,446000,33,1570,7405,4,6/22/2021 0:00
92596,Riverside,3,2021,575000,600000,10,2290,8712,2,7/1/2021 0:00
94509,Contra Costa,4,2021,420000,425000,52,1302,9450,0,6/23/2021 0:00
94550,Alameda,5,2021,925000,1070000,17,1665,4281,0,6/9/2021 0:00
94563,Contra Costa,4,2021,1100000,1400000,64,1825,26775,0,6/24/2021 0:00
94566,Alameda,5,2021,1685000,1810000,35,2517,7251,14,6/22/2021 0:00
94568,Alameda,5,2021,1889000,2185000,7,3624,8512,7,6/17/2021 0:00
94568,Alameda,5,2021,785000,815000,58,1475,6625,0,6/26/2021 0:00
94621,Alameda,5,2021,325000,325000,96,779,2725,2,6/17/2021 0:00
94941,Marin,17,2021,3995000,4605000,12,3545,11487,3,6/25/2021 0:00
95023,San Benito,40,2021,799900,850000,1,2308,7292,11,6/22/2021 0:00
95240,San Joaquin,15,2021,355000,375000,68,1103,6159,5,6/16/2021 0:00
95336,San Joaquin,15,2021,500000,575000,19,1698,6804,14,6/25/2021 0:00
95472,Sonoma,13,2021,925000,950000,54,1378,22198,28,6/26/2021 0:00
95758,Sacramento,2,2021,455000,480000,22,2146,4548,2,6/18/2021 0:00
95963,Glenn,38,2019,800000,710000,41,1718,3269178,3,7/1/2019 0:00
95965,Butte,9,2021,255000,255000,18,1156,16553,9,3/17/2021 0:00
90266,Los Angeles,0,2021,1479000,1538000,45,2002,7500,0,5/18/2021 0:00
90275,Los Angeles,0,2021,1399000,1525000,61,1815,21167,9,6/17/2021 0:00
90650,Los Angeles,0,2021,529888,575000,73,1056,4700,5,6/15/2021 0:00
90806,Los Angeles,0,2021,659000,665000,83,1078,7373,5,6/13/2021 0:00
90815,Los Angeles,0,2021,899000,975000,78,1850,5655,4,6/14/2021 0:00
91711,Los Angeles,0,2021,700000,700000,42,1693,4078,5,5/18/2021 0:00
91945,San Diego,7,2021,499900,550000,74,1000,6073,5,6/14/2021 0:00
